IDS_PROPQUEST_INC_000000	Event
IDS_PROPQUEST_INC_002547	Sammle 10 "Garlics" und 10 "Blessed Crosses" und bring sie Van Harlen! 
IDS_PROPQUEST_INC_002548	
IDS_PROPQUEST_INC_002549	Mission Isinis - 3. Grad
IDS_PROPQUEST_INC_002550	Sei gegrüßt. Du bist auf dem Weg selbst Mentor zu werden und deine zukünftigen Schüler zum Ziel zu führen. 
IDS_PROPQUEST_INC_002551	Zu deiner Aufgabe. Du willst den 3. Grad erreichen? Dir fehlen noch 200 Punkte. Kehre anschließen zu mir zurück, damit du den Lohn deiner Mühen erhälst. Geh in Frieden. 
IDS_PROPQUEST_INC_002552	Unterschätze die Schwierigkeit des 3. Grades nicht. Es wird keine leichte Aufgabe, aber die Mühe wird sich auszahlen. 
IDS_PROPQUEST_INC_002553	Du bist noch nicht bereit für den 3. Grad. Komm wieder, wenn es soweit ist. 
IDS_PROPQUEST_INC_002554	Du hast es geschafft, mögen deine Mühen sich immer lohnen. Hier ist deine Belohnung. 
IDS_PROPQUEST_INC_002555	Es reicht noch nicht zum 3. Grad. Strenge dich noch etwas an. 
IDS_PROPQUEST_INC_002556	Sammle die benötigten Punkte für den 3. Grad
IDS_PROPQUEST_INC_002557	
IDS_PROPQUEST_INC_002558	Mission Isinis - 2. Grad
IDS_PROPQUEST_INC_002559	Sei gegrüßt. Hast du von deinem Mentor bereits viel gelernt? Ein Mentor zeigt seinem Schüler den Weg zum Ziel. Ein Schüler lässt sich von der Weisheit seines Mentors inspirieren, um ans Ziel zu gelangen. 
IDS_PROPQUEST_INC_002560	Zu deiner Aufgabe. Du willst den 2. Grad erreichen? Dazu musst du 200 Punkte erreichen und zu mir zurückkehren, damit du den Lohn deiner Mühen erhälst. Geh in Frieden. 
IDS_PROPQUEST_INC_002561	Der 2. Grad erfordert mehr Punkte als der 3. Grad. Übe dich in Geduld und du kommst ans Ziel. 
IDS_PROPQUEST_INC_002562	Du bist noch nicht bereit für den 2. Grad. Komm wieder, wenn es soweit ist. 
IDS_PROPQUEST_INC_002563	Du hast den 2. Grad erreicht. Dein Fortschritt als Schüler erfüllt mich mit Freude. Hier ist deine Belohnung. 
IDS_PROPQUEST_INC_002564	Es reicht noch nicht zum 2. Grad. Strenge dich noch etwas an. 
IDS_PROPQUEST_INC_002565	Sammle die benötigten Punkte für den 2. Grad
IDS_PROPQUEST_INC_002566	
IDS_PROPQUEST_INC_002567	Mission Isinis - 1. Grad
IDS_PROPQUEST_INC_002568	Sei gegrüßt. Dein Mentor unterweist dich? Ein Mentor zeigt seinem Schüler den Weg zum Ziel. Ein Schüler lässt sich von der Weisheit seines Mentors inspirieren, um ans Ziel zu gelangen. 
IDS_PROPQUEST_INC_002569	Du willst den 1. Grad erreichen? Dazu musst du 300 Punkte erreichen und zu mir zurückkehren, damit du den Lohn deiner Mühen erhälst. Geh in Frieden. 
IDS_PROPQUEST_INC_002570	Ich sehe mit Freude, dass du den 1. Grad erreichen willst. Du wirst harte Entbehrungen ertragen müssen. Gib nicht auf. Ich zähle auf dich. 
IDS_PROPQUEST_INC_002571	Es führt ein langer Weg zum Mentor. Gib nicht auf, selbst wenn du noch nicht dafür bereit bist. 
IDS_PROPQUEST_INC_002572	Du hast den 1. Grad erreicht! Ich sehe, du bist auf dem Weg selbst ein Mentor zu werden. Gib nicht auf. Hier ist deine Belohnung. 
IDS_PROPQUEST_INC_002573	Du erfüllst noch nicht die Voraussetzungen um ein Mentor zu werden. Strenge dich mehr an. 
IDS_PROPQUEST_INC_002574	Sammle die benötigten Punkte für den 1. Grad
IDS_PROPQUEST_INC_002575	
IDS_PROPQUEST_INC_002576	????? ???
IDS_PROPQUEST_INC_002577	?????! ???, ?? ??? ??????? ??? ??? ??? ????? ? ?????? ?? ?????? ??? ?? ????? ??.\n???? ? ??????
IDS_PROPQUEST_INC_002578	????. ??? ??? ??? ??? ??? ????? ??? ???? ???? ???? ???. ???? ????? 5?? ?? ???? ??.
IDS_PROPQUEST_INC_002579	???... ?? ?? ?? ??? ?? ?? ????
IDS_PROPQUEST_INC_002580	?????. ???? ??? ?????. ??? ? ??? ?? ?? ???!
IDS_PROPQUEST_INC_002581	?????, ???? 5?? ?? ??? ????
IDS_PROPQUEST_INC_002582	??? ?? 5?? ?? ????? ????!
IDS_PROPQUEST_INC_002583	
IDS_PROPQUEST_INC_002584	????? ????
IDS_PROPQUEST_INC_002585	?! ?? ??? ???? ? ????? ?? ???? ????? ???, ??? ??? ???? ???... ?? ?????? ?????. ?? ???? ? ?????
IDS_PROPQUEST_INC_002586	????~ ?? ??? ?? ??? ??. ??? ??? ??? ???? ???? ?????? 5?? ??? ??? ???~
IDS_PROPQUEST_INC_002587	?...
IDS_PROPQUEST_INC_002588	?? ????~ ? ??? ? ??? ??? ???. ??? ??? ? ??? ??? ???!
IDS_PROPQUEST_INC_002589	???. 5? ??? ?? ??? ???? ????!
IDS_PROPQUEST_INC_002590	??? ?? 5?? ?? ????? ????!
IDS_PROPQUEST_INC_002591	
IDS_PROPQUEST_INC_002592	Der magische Baum
IDS_PROPQUEST_INC_002593	Ich soll das Wachstum des kleinen Weihnachtsbaums dort drüben magisch beschleunigen. Würdest du mich dabei unterstützen?
IDS_PROPQUEST_INC_002594	Großartig! Du hast ein gutes Herz. Für den Anfang bräuchte ich 10 'Water 2020', 10 'Earth 2020' und 10 'Salt 2020'.
IDS_PROPQUEST_INC_002595	Nun, so schnell wird der Baum nicht wachsen. Ich kann das unmöglich alleine machen. Und bald ist ja schon Weihnachten.
IDS_PROPQUEST_INC_002596	Ah, sehr gut. Für den Anfang nicht schlecht. Hier hast du eine Red Christmas Medal als Belohnung. Jetzt kann ich endlich loslegen. Ich werde aber noch viel mehr brauchen.
IDS_PROPQUEST_INC_002597	Ich brauche 10 'Water 2020', 10 'Earth 2020' und 10 'Salt 2020', um den magischen Dünger herzustellen.
IDS_PROPQUEST_INC_002598	Sammle 10 'Water 2020', 10 'Earth 2020' und 10 'Salt 2020' und bringe sie zu Martin.
IDS_PROPQUEST_INC_002599	
IDS_PROPQUEST_INC_002600	Zeit zum Schmücken
IDS_PROPQUEST_INC_002601	Mein Freund Martin hat mir ganz schön viel aufgegeben. Ich soll den ganzen Baum schmücken. Würdest du mir dabei helfen?
IDS_PROPQUEST_INC_002602	Sehr nett von dir! Könntest du für mich 10 'Wax 2020', 10 'Rope 2020' und 10 'Glass Shard 2020' besorgen. Je mehr, desto besser.
IDS_PROPQUEST_INC_002603	Schade, ich hätte den Weihnachtsbaum wunderschön gemacht. Naja...
IDS_PROPQUEST_INC_002604	Wunderbar, vielen Dank! Jetzt kann ich loslegen. Ach ja, hier hast du eine Red Christmas Medal als kleine Anerkennung.
IDS_PROPQUEST_INC_002605	Das reicht noch nicht. Zur Erinnerung: Ich brauche 10 'Wax 2020', 10 'Rope 2020' und 10 'Glass Shard 2020'.
IDS_PROPQUEST_INC_002606	Sammle 10 'Wax 2020', 10 'Rope 2020' und 10 'Glass Shard 2020' für den Weihnachtsschmuck.
IDS_PROPQUEST_INC_002607	
IDS_PROPQUEST_INC_002608	Flaris
IDS_PROPQUEST_INC_002609	Saintmorning
IDS_PROPQUEST_INC_002610	Darkon
IDS_PROPQUEST_INC_002611	Harmonin
IDS_PROPQUEST_INC_002612	Story Quests
IDS_PROPQUEST_INC_002613	Allgemein
IDS_PROPQUEST_INC_002614	Aufgaben
IDS_PROPQUEST_INC_002615	Events
IDS_PROPQUEST_INC_002616	1st Job Change
IDS_PROPQUEST_INC_002617	2nd Job Change
IDS_PROPQUEST_INC_002618	Mas Dungeon 
IDS_PROPQUEST_INC_002619	Finde die Schneekristalle!
IDS_PROPQUEST_INC_002620	Ich bin ein Wintergott und bin nach Madrigal gekommen um euch Schnee zu schenken, aber die Monster haben alle meine "Crystal of Snow" gestohlen.
IDS_PROPQUEST_INC_002621	Ich benötige die Schneekristalle um es schneien zu lassen und ohne diese wird es dieses Jahr keinen Winter in Madrigal geben. Bitte finde sie und bringe sie mir zurück.
IDS_PROPQUEST_INC_002622	Ich vermute, dass der Sommergott einen ewigen Sommer erschaffen will und deshalb hat er die Monster dazu gebracht meine Schneekristalle zu stehlen.
IDS_PROPQUEST_INC_002623	Ich werde dich natürlich für deine Mühe entlohnen, aber dafür musst du mir erst helfen.
IDS_PROPQUEST_INC_002624	Ich wußte, dass ich auf dich zählen kann. Finde 10 "Crystal of Snow" und bringe sie zu mir. Damit kann ich die sengende Hitze des Sommergottes lindern.
IDS_PROPQUEST_INC_002625	Du weigerst dich? Ich hoffe du bekommst einen schlimmen Sonnenbrand!
IDS_PROPQUEST_INC_002626	Ich danke dir für deine Hilfe. Meine geliebten Schneekristalle sind endlich wieder da.
IDS_PROPQUEST_INC_002627	Es fehlen immernoch ein paar meiner Schneekristalle. Bitte bringe mir 10 Stück.
IDS_PROPQUEST_INC_002628	Rette 10 "Crystal of Snow" und bringe sie zum Sohn des Wintergottes. Er wird dir als Belohnung einen Ballon geben.
IDS_PROPQUEST_INC_002629	
IDS_PROPQUEST_INC_002630	Finde die Schneefee!
IDS_PROPQUEST_INC_002631	Ich musste gerade feststellen, dass alle meine "Snow Fairy" entführt wurden. Ich brauche sie um es schneien lassen zu können. Bitte bring sie mir zurück.
IDS_PROPQUEST_INC_002632	Bitte, rette meine 10 "Snow Fairy" so schnell es geht!
IDS_PROPQUEST_INC_002633	Vielen Dank! Du musst dich beeilen, bevor meinen "Snow Fairy" etwas passiert!
IDS_PROPQUEST_INC_002634	Hoffentlich verdurstest du in dieser Hitze!
IDS_PROPQUEST_INC_002635	Ich danke dir von ganzem Herzen. Nimm dies als Dank für deine Hilfe.
IDS_PROPQUEST_INC_002636	Ich brauche 10 "Snow Fairy" um es schneien lassen zu können
IDS_PROPQUEST_INC_002637	Bringe die 10 "Snow Fairy" zum Sohn des Wintergottes. Du wirst einen blauen Ballon als Belohnung erhalten.
IDS_PROPQUEST_INC_002638	
IDS_PROPQUEST_INC_002639	Bitte überbringe meinem Vater eine Nachricht!
IDS_PROPQUEST_INC_002640	Nun, eigentlich bin ich kein richtiger Gott. Ich bin der Sohn des Wintergottes. Könntest du ihm meine Nachricht überbringen?
IDS_PROPQUEST_INC_002641	Das ist sehr nett von dir. Ich hoffe du findest meinen Vater. Er lebt irgendwo in Saint Morning. Du musst fliegen können um ihn erreichen zu können.
IDS_PROPQUEST_INC_002642	Achso. Naja ich will dich nicht aufhalten, aber du hättest mir wirklich einen großen Dienst erwiesen.
IDS_PROPQUEST_INC_002643	Ich habe ihm doch gesagt, dass es viel zu warm auf der Erde ist. Ich danke dir. Ich werde ihn wieder hier her bringen. Nimm dies als Belohnung.
IDS_PROPQUEST_INC_002644	
IDS_PROPQUEST_INC_002645	Finde den Wintergott in Saint Morning und du erhältst einen gelben Ballon.
IDS_PROPQUEST_INC_002646	
IDS_PROPQUEST_INC_002647	Masterquest
IDS_PROPQUEST_INC_002648	Amor, der unberechenbare Liebesgott
IDS_PROPQUEST_INC_002649	Hahaha, hier bist du am richtigen Ort. Ich bin Amor, der Liebesgott. Wenn du deinen Gefühlen Form verleihen kannst, winkt dir ein Geschenk.
IDS_PROPQUEST_INC_002650	Jedes Paar soll mir Love Chocolate und Bouquet of Love bringen. Kann mir ein jeder von euch die Pralinen und Blumen bringen? Das sollte nicht allzu schwer sein. 
IDS_PROPQUEST_INC_002651	Wie schade... Du kannst keinen Partner finden? Soll ich dir vielleicht helfen?
IDS_PROPQUEST_INC_002652	Ohh. Gut gemacht. Hier ist deine Belohnung.
IDS_PROPQUEST_INC_002653	Eins von beiden allein reicht nicht. Ich brauche Love Chocolate und Bouquet of Love, sonst wird das nichts. 
IDS_PROPQUEST_INC_002654	Bringe dem Liebesgott jeweils eine Love Chocolate und Bouquet of Love und als Belohnung wird dir ein Token of Love übergeben. 
IDS_PROPQUEST_INC_002655	
IDS_PROPQUEST_INC_002656	????! 1??(????)
IDS_PROPQUEST_INC_002657	???? ?? ?? ?????.\n??? ?? ?? ???? 1?? ??? ????? ??? ?? ??? +3 ??? ??? ????.
IDS_PROPQUEST_INC_002658	???? 1?? ??? ???? ???? ?????.
IDS_PROPQUEST_INC_002659	??? ???? ?? ?????.
IDS_PROPQUEST_INC_002660	???? 1?? ??? ??????.\n?? ??? +3 ??? ??????.
IDS_PROPQUEST_INC_002661	???? 1?? ??? ???????
IDS_PROPQUEST_INC_002662	???? 1?? ??? ?? ?? ????? ???? ?? ??? +3 ??? ??? ??.
IDS_PROPQUEST_INC_002663	
IDS_PROPQUEST_INC_002664	????! 1??(????)
IDS_PROPQUEST_INC_002665	???? ?? ?? ?????.\n??? ?? ?? ???? 1?? ??? ????? ??? ?? ??? +3 ??? ??? ????.
IDS_PROPQUEST_INC_002666	???? 1?? ??? ???? ???? ?????.
IDS_PROPQUEST_INC_002667	??? ???? ?? ?????.
IDS_PROPQUEST_INC_002668	???? 1?? ??? ??????.\n?? ??? +3 ??? ??????.
IDS_PROPQUEST_INC_002669	???? 1?? ??? ???????
IDS_PROPQUEST_INC_002670	???? 1?? ??? ?? ?? ????? ???? ?? ??? +3 ??? ??? ??.
IDS_PROPQUEST_INC_002671	
IDS_PROPQUEST_INC_002672	????! 1??(???)
IDS_PROPQUEST_INC_002673	???? ?? ?? ?????.\n??? ?? ?? ???? 1?? ??? ????? ??? ?? ??? +3 ??? ??? ????.
IDS_PROPQUEST_INC_002674	???? 1?? ??? ???? ???? ?????.
IDS_PROPQUEST_INC_002675	??? ???? ?? ?????.
IDS_PROPQUEST_INC_002676	???? 1?? ??? ??????.\n?? ??? +3 ??? ??????.
IDS_PROPQUEST_INC_002677	???? 1?? ??? ???????
IDS_PROPQUEST_INC_002678	???? 1?? ??? ?? ?? ????? ???? ?? ??? +3 ??? ??? ??.
IDS_PROPQUEST_INC_002679	
IDS_PROPQUEST_INC_002680	????! 1??(????)
IDS_PROPQUEST_INC_002681	???? ?? ?? ?????.\n??? ?? ?? ???? 1?? ??? ????? ??? ??? ??? +3 ??? ??? ????.
IDS_PROPQUEST_INC_002682	???? 1?? ??? ???? ???? ?????.
IDS_PROPQUEST_INC_002683	??? ???? ?? ?????.
IDS_PROPQUEST_INC_002684	???? 1?? ??? ??????.\n??? ??? +3 ??? ??????.
IDS_PROPQUEST_INC_002685	???? 1?? ??? ???????
IDS_PROPQUEST_INC_002686	???? 1?? ??? ?? ?? ????? ???? ??? ??? +3 ??? ??? ??.
IDS_PROPQUEST_INC_002687	
IDS_PROPQUEST_INC_002688	????! 2??(????)
IDS_PROPQUEST_INC_002689	??? 30??? ????\n??? ?? ?? ???? 2?? ??? ????? ??? ?? ??? +3??? ??? ????
IDS_PROPQUEST_INC_002690	???? 2?? ??? ???? ???? ?????.
IDS_PROPQUEST_INC_002691	??? ???? ?? ?????.
IDS_PROPQUEST_INC_002692	???? 2?? ??? ??????.\n?? ??? +3 ??? ??????.
IDS_PROPQUEST_INC_002693	???? 2?? ??? ???????
IDS_PROPQUEST_INC_002694	???? 2?? ??? ?? ?? ????? ???? ?? ??? +3 ??? ??? ??.
IDS_PROPQUEST_INC_002695	
IDS_PROPQUEST_INC_002696	????! 2??(????)
IDS_PROPQUEST_INC_002697	??? 30??? ????\n??? ?? ?? ???? 2?? ??? ????? ??? ??? ??? +3??? ??? ????
IDS_PROPQUEST_INC_002698	???? 2?? ??? ???? ???? ?????.
IDS_PROPQUEST_INC_002699	??? ???? ?? ?????.
IDS_PROPQUEST_INC_002700	???? 2?? ??? ??????.\n??? ??? +3 ??? ??????.
IDS_PROPQUEST_INC_002701	???? 2?? ??? ???????
IDS_PROPQUEST_INC_002702	???? 2?? ??? ?? ?? ????? ???? ??? ??? +3 ??? ??? ??.
IDS_PROPQUEST_INC_002703	
IDS_PROPQUEST_INC_002704	????! 2??(???)
IDS_PROPQUEST_INC_002705	??? 30??? ????\n??? ?? ?? ???? 2?? ??? ????? ??? ?? ??? +3??? ??? ????
IDS_PROPQUEST_INC_002706	???? 2?? ??? ???? ???? ?????.
IDS_PROPQUEST_INC_002707	??? ???? ?? ?????.
IDS_PROPQUEST_INC_002708	???? 2?? ??? ??????.\n?? ??? +3 ??? ??????.
IDS_PROPQUEST_INC_002709	???? 2?? ??? ???????
IDS_PROPQUEST_INC_002710	???? 2?? ??? ?? ?? ????? ???? ?? ??? +3 ??? ??? ??.
IDS_PROPQUEST_INC_002711	
IDS_PROPQUEST_INC_002712	????! 2??(????)
IDS_PROPQUEST_INC_002713	??? 30??? ????\n??? ?? ?? ???? 2?? ??? ????? ??? ??? ??? +3??? ??? ????
IDS_PROPQUEST_INC_002714	???? 2?? ??? ???? ???? ?????.
IDS_PROPQUEST_INC_002715	??? ???? ?? ?????.
IDS_PROPQUEST_INC_002716	???? 2?? ??? ??????.\n??? ??? +3 ??? ??????.
IDS_PROPQUEST_INC_002717	???? 2?? ??? ???????
IDS_PROPQUEST_INC_002718	???? 2?? ??? ?? ?? ????? ???? ??? ??? +3 ??? ??? ??.
IDS_PROPQUEST_INC_002719	
IDS_PROPQUEST_INC_002720	????! 3??(????)
IDS_PROPQUEST_INC_002721	?? 75??? ???? ?????.\n??? ?? ?? ???? 3?? ??? ????? ??? ??? ??? +5??? ??? ????
IDS_PROPQUEST_INC_002722	???? 3?? ??? ???? ???? ?????.
IDS_PROPQUEST_INC_002723	??? ???? ?? ?????.
IDS_PROPQUEST_INC_002724	???? 3?? ??? ??????.\n??? ??? +5 ??? ??????.
IDS_PROPQUEST_INC_002725	???? 3?? ??? ???????
IDS_PROPQUEST_INC_002726	???? 3?? ??? ?? ?? ????? ???? ??? ??? +5 ??? ??? ??.
IDS_PROPQUEST_INC_002727	
IDS_PROPQUEST_INC_002728	????! 3??(????)
IDS_PROPQUEST_INC_002729	?? 75??? ???? ?????.\n??? ?? ?? ???? 3?? ??? ????? ??? ?? ??? +5??? ??? ????
IDS_PROPQUEST_INC_002730	???? 3?? ??? ???? ???? ?????.
IDS_PROPQUEST_INC_002731	??? ???? ?? ?????.
IDS_PROPQUEST_INC_002732	???? 3?? ??? ??????.\n?? ??? +5 ??? ??????.
IDS_PROPQUEST_INC_002733	???? 3?? ??? ???????
IDS_PROPQUEST_INC_002734	???? 3?? ??? ?? ?? ????? ???? ?? ??? +5 ??? ??? ??.
IDS_PROPQUEST_INC_002735	
IDS_PROPQUEST_INC_002736	????! 3??(????)
IDS_PROPQUEST_INC_002737	?? 75??? ???? ?????.\n??? ?? ?? ???? 3?? ??? ????? ??? ???? ??? +5??? ??? ????
IDS_PROPQUEST_INC_002738	???? 3?? ??? ???? ???? ?????.
IDS_PROPQUEST_INC_002739	??? ???? ?? ?????.
IDS_PROPQUEST_INC_002740	???? 3?? ??? ??????.\n???? ??? +5 ??? ??????.
IDS_PROPQUEST_INC_002741	???? 3?? ??? ???????
IDS_PROPQUEST_INC_002742	???? 3?? ??? ?? ?? ????? ???? ???? ??? +5 ??? ??? ??.
IDS_PROPQUEST_INC_002743	
IDS_PROPQUEST_INC_002744	????! 3??(???)
IDS_PROPQUEST_INC_002745	?? 75??? ???? ?????.\n??? ?? ?? ???? 3?? ??? ????? ??? ?? ??? +5??? ??? ????
IDS_PROPQUEST_INC_002746	???? 3?? ??? ???? ???? ?????.
IDS_PROPQUEST_INC_002747	??? ???? ?? ?????.
IDS_PROPQUEST_INC_002748	???? 3?? ??? ??????.\n?? ??? +5 ??? ??????.
IDS_PROPQUEST_INC_002749	???? 3?? ??? ???????
IDS_PROPQUEST_INC_002750	???? 3?? ??? ?? ?? ????? ???? ?? ??? +5 ??? ??? ??.
IDS_PROPQUEST_INC_002751	
IDS_PROPQUEST_INC_002752	????! 3??(????)
IDS_PROPQUEST_INC_002753	?? 75??? ???? ?????.\n??? ?? ?? ???? 3?? ??? ????? ??? ?? ??? +5??? ??? ????
IDS_PROPQUEST_INC_002754	???? 3?? ??? ???? ???? ?????.
IDS_PROPQUEST_INC_002755	??? ???? ?? ?????.
IDS_PROPQUEST_INC_002756	???? 3?? ??? ??????.\n?? ??? +5 ??? ??????.
IDS_PROPQUEST_INC_002757	???? 3?? ??? ???????
IDS_PROPQUEST_INC_002758	???? 3?? ??? ?? ?? ????? ???? ?? ??? +5 ??? ??? ??.
IDS_PROPQUEST_INC_002759	
IDS_PROPQUEST_INC_002760	????! 3??(????)
IDS_PROPQUEST_INC_002761	?? 75??? ???? ?????.\n??? ?? ?? ???? 3?? ??? ????? ??? ??? ??? +5??? ??? ????
IDS_PROPQUEST_INC_002762	???? 3?? ??? ???? ???? ?????.
IDS_PROPQUEST_INC_002763	??? ???? ?? ?????.
IDS_PROPQUEST_INC_002764	???? 3?? ??? ??????.\n??? ??? +5 ??? ??????.
IDS_PROPQUEST_INC_002765	???? 3?? ??? ???????
IDS_PROPQUEST_INC_002766	???? 3?? ??? ?? ?? ????? ???? ??? ??? +5 ??? ??? ??.
IDS_PROPQUEST_INC_002767	
IDS_PROPQUEST_INC_002768	????! 3??(???)
IDS_PROPQUEST_INC_002769	?? 75??? ???? ?????.\n??? ?? ?? ???? 3?? ??? ????? ??? ???? ??? +5??? ??? ????
IDS_PROPQUEST_INC_002770	???? 3?? ??? ???? ???? ?????.
IDS_PROPQUEST_INC_002771	??? ???? ?? ?????.
IDS_PROPQUEST_INC_002772	???? 3?? ??? ??????.\n???? ??? +5 ??? ??????.
IDS_PROPQUEST_INC_002773	???? 3?? ??? ???????
IDS_PROPQUEST_INC_002774	???? 3?? ??? ?? ?? ????? ???? ???? ??? +5 ??? ??? ??.
IDS_PROPQUEST_INC_002775	
IDS_PROPQUEST_INC_002776	????! 3??(???)
IDS_PROPQUEST_INC_002777	?? 75??? ???? ?????.\n??? ?? ?? ???? 3?? ??? ????? ??? ??? ??? +5??? ??? ????
IDS_PROPQUEST_INC_002778	???? 3?? ??? ???? ???? ?????.
IDS_PROPQUEST_INC_002779	??? ???? ?? ?????.
IDS_PROPQUEST_INC_002780	???? 3?? ??? ??????.\n??? ??? +5 ??? ??????.
IDS_PROPQUEST_INC_002781	???? 3?? ??? ???????
IDS_PROPQUEST_INC_002782	???? 3?? ??? ?? ?? ????? ???? ??? ??? +5 ??? ??? ??.
IDS_PROPQUEST_INC_002783	
IDS_PROPQUEST_INC_002784	??? ??
IDS_PROPQUEST_INC_002785	?? ???? ??? ??? ?????.\n????? ?? ??? ???? ?? ?? ?? ? ??? ??? ??? ???.
IDS_PROPQUEST_INC_002786	?? ???? ????? 30?? ??? ??? ?? ?? ???? ??? ??? ????.\n?? ???????
IDS_PROPQUEST_INC_002787	?? ???? ????? 30?? ?? ????.\n?? ???? ????? ???? ??? ?? ???? ???? ????? ??? ???
IDS_PROPQUEST_INC_002788	??.. ??? ???? ???..\n??? ??? ??? ?? ?? ?????
IDS_PROPQUEST_INC_002789	??? ????? ?? ??????.\n?? ?????. ?? ??? ????
IDS_PROPQUEST_INC_002790	????? ??? ????~ ??? ??? ???.
IDS_PROPQUEST_INC_002791	???? ???? 30?? ??? ???? ???? ?? ??? ??? ??.
IDS_PROPQUEST_INC_002792	
IDS_PROPQUEST_INC_002793	Paddy's Day!
IDS_PROPQUEST_INC_002794	Happy St. Patricks Day. Diese fiesen Leprechauns haben meine wertvolle Kleeblattsammlung geklaut! Kannst du mir helfen, sie zurückzuholen?
IDS_PROPQUEST_INC_002795	Super! Meine Spione haben herausgefunden, dass die Leprachauns die Kleeblätter an alle Monster in Madrigal verteilt haben. Bitte bringe mir mindestens 20 Three-Leaf Clovers und ich gebe dir eine Belohnung!
IDS_PROPQUEST_INC_002796	Das ist jetzt aber schade... Dabei hätte ich so eine tolle Belohnung für dich gehabt. Aber anscheinend hast du Angst...
IDS_PROPQUEST_INC_002797	Vielen vielen Dank! Hier ist deine St. Patrick Box (M)! Bring mir weitere Kleeblätter, falls du mehr Boxen möchtest!
IDS_PROPQUEST_INC_002798	Das sind leider zu wenig! Ich gebe dir deine Belohnung erst, wenn du mir 20 Three-Leaf Clovers bringst.
IDS_PROPQUEST_INC_002799	Sammle 20 Three-Leaf Clovers von Monstern in ganz Madrigal und bringe sie zu Paddy, um eine St. Patrick Box (M) zu erhalten.
IDS_PROPQUEST_INC_002800	
IDS_PROPQUEST_INC_002801	Paddy, des Glückes Schmied!
IDS_PROPQUEST_INC_002802	Diese verflixten Leprechauns haben doch tatsächlich auch meine Four-Leaf Clovers gemopst! Bring sie mir bitte wieder und ich werde dich belohnen!
IDS_PROPQUEST_INC_002803	Ausgezeichnet! Aber sei gewarnt, meine Four-Leaf Clovers können nur von denen gefunden werden, welche von der Muse des Glücks geküsst wurden. Gehörst du zu diesem erlesenen Kreis?
IDS_PROPQUEST_INC_002804	Kein Glück? Schade. Dabei hatte ich so ein gutes Gefühl bei dir.
IDS_PROPQUEST_INC_002805	Juhu! Eins meiner Kleeblätter! Ich danke dir! Wie versprochen, hier ist deine Belohnung, ein St. Patricks Day Cloak!
IDS_PROPQUEST_INC_002806	Anscheinend hattest du noch nicht genug Glück...
IDS_PROPQUEST_INC_002807	Finde einen SELTENEN Four-Leaf Clover und bringe ihn Paddy für eine tolle Belohnung.
IDS_PROPQUEST_INC_002808	
IDS_PROPQUEST_INC_002809	Unberechenbarer Amor 
IDS_PROPQUEST_INC_002810	Na, schon lange nicht mehr gesehen. Bitte tu mir einen Gefallen, ich bin auf der Suche nach etwas. 
IDS_PROPQUEST_INC_002811	Danke. Kannst du 10 Love Candles für mich finden? Ich brauche sie dringend und bin bereit dich dafür zu belohnen. 
IDS_PROPQUEST_INC_002812	Wer Amor keinen Gefallen tat, verlor auch bald sein Herzblatt. 
IDS_PROPQUEST_INC_002813	Gut gemacht! Dies ist für dich. Öffne es vorsichtig, indem du einen Doppelklick darauf machst, aber nicht in als Short-Cut platzierst. 
IDS_PROPQUEST_INC_002814	Hmm, ich brauche aber 10. Komm wieder. 
IDS_PROPQUEST_INC_002815	Bringe Amor 10 Love Candles, du wirst überrascht sein. 
IDS_PROPQUEST_INC_002816	
IDS_PROPQUEST_INC_002817	Bleiche Knochen
IDS_PROPQUEST_INC_002818	Hey du! Bring mir ein paar Knochen und ich zeige dir was echter Voodoo ist. Allerdings brauche ich ein komplettes Skelett. du wirst erkennen, wenn du die richtigen Knochen gefunden hast. 
IDS_PROPQUEST_INC_002819	Du wirst schon sehen. der Voodoo ist mächtig!
IDS_PROPQUEST_INC_002820	Narr! Unterschätze niemals die Macht des Voodoo.
IDS_PROPQUEST_INC_002821	Du hast es geschafft! Dies sind genau die Knochen welche ich brauche. Die Götter werden dir dankbar sein und dich belohnen.
IDS_PROPQUEST_INC_002822	Wo hast du diese Knochen her? Ich brauche ein ganzes Skelett. ansonsten wird sich nur ein Hund darüber freuen. Hau ab und bring mir die richtigen Knochen.
IDS_PROPQUEST_INC_002823	Babalawo hat dir gesagt, dass er dir die Macht des Voodoo zeigen wird, wenn du ihm die richtigen Knochen bringst.
IDS_PROPQUEST_INC_002824	
IDS_PROPQUEST_INC_002825	No Info
IDS_PROPQUEST_INC_002826	No Info
IDS_PROPQUEST_INC_002827	No Info
IDS_PROPQUEST_INC_002828	No Info
IDS_PROPQUEST_INC_002829	No Info
IDS_PROPQUEST_INC_002830	No Info
IDS_PROPQUEST_INC_002831	No Info
IDS_PROPQUEST_INC_002832	No Info
IDS_PROPQUEST_INC_002833	No Info
IDS_PROPQUEST_INC_002834	
IDS_PROPQUEST_INC_002835	Hero Challenge
IDS_PROPQUEST_INC_002836	???? ???? ???? ?? ???? ????? ??.
IDS_PROPQUEST_INC_002837	?????, ? Atma ?? ??. ??? ???? ???? ?? ???? ???? ?? ???  ?.. ?? 125H ??? ???? ???. ?? ??? ???? ?? ????.
IDS_PROPQUEST_INC_002838	?? ????! 125H ??? ?? ?? ???. ?? ?? ??? ???
