IDS_TEXTCLIENT_INC_000001	Karte
IDS_TEXTCLIENT_INC_002551	Das Ziel muss ein unverheirateter Charakter des anderen Geschlechts sein.
IDS_TEXTCLIENT_INC_002552	Dir muss zuerst ein Antrag gemacht werden.
IDS_TEXTCLIENT_INC_002553	Dein Antrag wurde abgelehnt.
IDS_TEXTCLIENT_INC_002554	Du hast den Antrag von %s abgelehnt.
IDS_TEXTCLIENT_INC_002555	Dies ist kein Paar.
IDS_TEXTCLIENT_INC_002556	%s hat dir einen Antrag gemacht.
IDS_TEXTCLIENT_INC_002557	Du hast %s einen Antrag gemacht.
IDS_TEXTCLIENT_INC_002558	Du bist jetzt mit %s zusammen.
IDS_TEXTCLIENT_INC_002559	Partnerschaft beendet
IDS_TEXTCLIENT_INC_002560	Minispiele abgeschlossen. Kehre nun zum Verwalter des Regenbogenrennens zurück.
IDS_TEXTCLIENT_INC_002561	Nur Verfügbar für Charakter
IDS_TEXTCLIENT_INC_002562	Datenbankfehler
IDS_TEXTCLIENT_INC_002563	Systemfehler
IDS_TEXTCLIENT_INC_002564	Du kannst in %d Tagen %d Stunden %d Minuten einen Antrag machen.
IDS_TEXTCLIENT_INC_002565	Das Ziel muss ein Spieler sein.
IDS_TEXTCLIENT_INC_002566	Möchtest du %s einen Antrag machen?
IDS_TEXTCLIENT_INC_002567	%s hat die einen Antrag gemacht. Möchtest du dem Antrag zustimmen?
IDS_TEXTCLIENT_INC_002568	Bist du dir sicher, dass du mit %s Schluss machen willst?
IDS_TEXTCLIENT_INC_002569	Paar
IDS_TEXTCLIENT_INC_002570	Paar Information
IDS_TEXTCLIENT_INC_002571	Treueskills
IDS_TEXTCLIENT_INC_002572	Der NPC für dieses Quest ist in einem anderen Gebiet. Position kann nicht angezeigt werden.
IDS_TEXTCLIENT_INC_002573	%s wurde dem Inventar hinzugefügt. Drücke Y zum Überprüfen.
IDS_TEXTCLIENT_INC_002574	Du benutzt einen Gegenstand dieser Art bereits.
IDS_TEXTCLIENT_INC_002575	%s erfolgreich angewandt.
IDS_TEXTCLIENT_INC_002576	Einrichtung fehlgeschlagen.
IDS_TEXTCLIENT_INC_002577	Du kannst nicht mehr als einen Gegenstand dieser Art haben.
IDS_TEXTCLIENT_INC_002578	%s wurde aufglöst.
IDS_TEXTCLIENT_INC_002579	Du kannst den Gegenstand nicht ablegen.
IDS_TEXTCLIENT_INC_002580	%s ist abgelaufen und wurde aus dem Inventar entfernt.
IDS_TEXTCLIENT_INC_002581	Du hast es %s erlaubt, das Zimmer zu betreten
IDS_TEXTCLIENT_INC_002582	Du hast es %s nicht erlaubt, das Zimmer zu betreten
IDS_TEXTCLIENT_INC_002583	Maximal 99 Gegenstände möglich.
IDS_TEXTCLIENT_INC_002584	Bett
IDS_TEXTCLIENT_INC_002585	Sofa
IDS_TEXTCLIENT_INC_002586	Schrank
IDS_TEXTCLIENT_INC_002587	Kommode
IDS_TEXTCLIENT_INC_002588	Tisch
IDS_TEXTCLIENT_INC_002589	Regal
IDS_TEXTCLIENT_INC_002590	Accessory
IDS_TEXTCLIENT_INC_002591	Tapete
IDS_TEXTCLIENT_INC_002592	Bodenbelag
IDS_TEXTCLIENT_INC_002593	Belohnung für das Abschließen des Minispiels.
IDS_TEXTCLIENT_INC_002594	Eventgegenstand austauschen
IDS_TEXTCLIENT_INC_002595	Willkommen in der Welt von Flyff! Wir veranstalten ein Schere, Stein, Papier-Event! Gegen 2 Oricalkums erhälst du einen Schere, Stein, Papier-Coupon.
IDS_TEXTCLIENT_INC_002596	2 Oricalkum -> 1 Schere, Stein, Papier-Coupon
IDS_TEXTCLIENT_INC_002597	Keinen Titel erhalten.
IDS_TEXTCLIENT_INC_002598	Keinen Titel ausgewählt.
IDS_TEXTCLIENT_INC_002599	Du hast den Titel %s erhalten!
IDS_TEXTCLIENT_INC_002600	Zimmer verlassen
IDS_TEXTCLIENT_INC_002601	Zimmer eines Freundes betreten
IDS_TEXTCLIENT_INC_002602	Zimmer betreten
IDS_TEXTCLIENT_INC_002603	Zimmer Eintrittserlaubnis
IDS_TEXTCLIENT_INC_002604	Eintrittserlaubnis entziehen
IDS_TEXTCLIENT_INC_002605	Paargegenstand
IDS_TEXTCLIENT_INC_002606	Treuelevel %d Geschenk
IDS_TEXTCLIENT_INC_002607	Neues Treuelevel erreicht! Aktuelles Level: %d
IDS_TEXTCLIENT_INC_002608	Platziere den Gegenstand, bei dem das Element geändert werden soll.
IDS_TEXTCLIENT_INC_002609	Elementwechsel: Feuer
IDS_TEXTCLIENT_INC_002610	Elementwechsel: Wasser
IDS_TEXTCLIENT_INC_002611	Elementwechsel: Blitz
IDS_TEXTCLIENT_INC_002612	Elementwechsel: Wind
IDS_TEXTCLIENT_INC_002613	Elementwechsel: Erde
IDS_TEXTCLIENT_INC_002614	Zimmer von %s
IDS_TEXTCLIENT_INC_002615	Der Gegenstand ist bereits auf diesem Element.
IDS_TEXTCLIENT_INC_002616	Restat Coupon eintauschen
IDS_TEXTCLIENT_INC_002617	Du hast einen Restat Coupon? Dann kannst du gegen 10.000.000 Penya die Punkte von einem Attribut umverteilen.
IDS_TEXTCLIENT_INC_002618	Restat Coupon + 10,000,000 Penya ? Restat (STR)
IDS_TEXTCLIENT_INC_002619	Restat Coupon + 10,000,000 Penya ? Restat (DEX)
IDS_TEXTCLIENT_INC_002620	Restat Coupon + 10,000,000 Penya ? Restat (STA)
IDS_TEXTCLIENT_INC_002621	Restat Coupon + 10,000,000 Penya ? Restat (INT)
IDS_TEXTCLIENT_INC_002622	Item Transy
IDS_TEXTCLIENT_INC_002623	%d/ %d/ %d - %02d:%02d:%02d
IDS_TEXTCLIENT_INC_002624	Nur für Gildenmitglieder der auf diesem Kontinent herrschenden Gilde.
IDS_TEXTCLIENT_INC_002625	Es ist nicht möglich einer anderen Gilde beizutreten. Bitte warte 48 Stunden und versuche es erneut.
IDS_TEXTCLIENT_INC_002626	Falls du immernoch keiner Gilde beitreten kannst, warte einen weiteren Tag. Eine E-Mail diesbezüglich ist nicht von Nöten.
IDS_TEXTCLIENT_INC_002627	
IDS_TEXTCLIENT_INC_002628	
IDS_TEXTCLIENT_INC_002629	
IDS_TEXTCLIENT_INC_002630	Neues Schuljahr Event
IDS_TEXTCLIENT_INC_002631	Jage Monster, sammle 10 School Supplys und tausche sie gegen eine School Bag in einer Farbe deiner Wahl.
IDS_TEXTCLIENT_INC_002632	Tausche 10 School Supplys gegen eine School Bag
IDS_TEXTCLIENT_INC_002633	Tausche gegen eine Cherry Blossom Box
IDS_TEXTCLIENT_INC_002634	Jage Monster, sammle 3 Blossom Seeds und tausche sie gegen eine Cherry Blossom Box.
IDS_TEXTCLIENT_INC_002635	3 Cherry Blossom Seeds ? 1 Cherry Blossom Box
IDS_TEXTCLIENT_INC_002636	Tausche gegen Treasure Box
IDS_TEXTCLIENT_INC_002637	Sammle eine Map Piece (A) und eine Map Piece (B) und tausche sie gegen eine Treasure Box.
IDS_TEXTCLIENT_INC_002638	1 Map Piece + 1 Map Piece (B) ? 1 Treasure Box
IDS_TEXTCLIENT_INC_002639	%d hr %d min %d sec
IDS_TEXTCLIENT_INC_002640	EXP : %.0f%%
IDS_TEXTCLIENT_INC_002641	Drop Rate : %.0f%%
IDS_TEXTCLIENT_INC_002642	Sicheres Upgraden (Allgemein)
IDS_TEXTCLIENT_INC_002643	Sicheres Upgraden (Schmuck)
IDS_TEXTCLIENT_INC_002644	Sicheres Upgraden (Sockel)
IDS_TEXTCLIENT_INC_002645	Du kannst die Gegenstände im Inventar nicht benutzen.
IDS_TEXTCLIENT_INC_002646	Achtung, keine 'Scroll of SProtect' aktiv! Bei Fehlschlag wird der Gegestand zerstört. Fortfahren?
IDS_TEXTCLIENT_INC_002647	Keine 'Scroll of Sprotect (Super)' aktiv! Bei Fehlschlag wird der Gegestand zerstört. Fortfahren?
IDS_TEXTCLIENT_INC_002648	Achtung, keine 'Scroll of AProtect' aktiv! Bei Fehlschlag wird der Gegestand zerstört. Fortfahren?
IDS_TEXTCLIENT_INC_002649	Water of Love eintauschen
IDS_TEXTCLIENT_INC_002650	Du kannst Waters of Love gegen Pots of Love, Pots of Bud oder Pots of Flavors eintauschen.
IDS_TEXTCLIENT_INC_002651	50 Water of Love ? 1 Pot of Love
IDS_TEXTCLIENT_INC_002652	100 Water of Love ? 1 Pot of Bud
IDS_TEXTCLIENT_INC_002653	150 Water of Love ? 1 Pot of Flavors
IDS_TEXTCLIENT_INC_002654	Derzeitiger Bonus
IDS_TEXTCLIENT_INC_002655	Zielbonus
IDS_TEXTCLIENT_INC_002656	Anzahl der Sockel
IDS_TEXTCLIENT_INC_002657	Zielanzahl
IDS_TEXTCLIENT_INC_002658	Tausche gegen Cherry Blossom Box
IDS_TEXTCLIENT_INC_002659	Sammle 3 Cherry Blossom Seeds und tausche sie gegen eine Cherry Blossom Box.
IDS_TEXTCLIENT_INC_002660	3 Cherry Blossom Seeds ? 1 Cherry Blossom Box
IDS_TEXTCLIENT_INC_002661	Der Skill ist bereits initialisiert.
IDS_TEXTCLIENT_INC_002662	Platziere hier den Gegenstand, den du upgraden möchtest.
IDS_TEXTCLIENT_INC_002663	Der Gegenstand ist nicht für dieses Upgrade geeignet.
IDS_TEXTCLIENT_INC_002664	Dieser Gegenstand kann nicht gesockelt werden.
IDS_TEXTCLIENT_INC_002665	Upgrade kann während der Verwandlung nicht durchgeführt werden.
IDS_TEXTCLIENT_INC_002666	Success
IDS_TEXTCLIENT_INC_002667	Failure
IDS_TEXTCLIENT_INC_002668	Du musst zuerst das Oricalkum platzieren.
IDS_TEXTCLIENT_INC_002669	Du musst zuerst das Shining Oricalkum platzieren.
IDS_TEXTCLIENT_INC_002670	Du musst zuerst den Moonstone platzieren.
IDS_TEXTCLIENT_INC_002671	Scroll oder Material für diesen Gegenstand nicht geeignet.
IDS_TEXTCLIENT_INC_002672	Platziere den Gegenstand, den du upgraden möchtest.
IDS_TEXTCLIENT_INC_002673	Platziere bitte Oricalkum und Scroll of SProtect, um fortzufahren.
IDS_TEXTCLIENT_INC_002674	Platziere bitte Shining Oricalkum und Scroll of SProtect(Super), um fortzufahren.
IDS_TEXTCLIENT_INC_002675	Platziere bitte Moonstone und Scroll of AProtect, um fortzufahren.
IDS_TEXTCLIENT_INC_002676	Platziere bitte Moonstone und Scroll of GProtect, um fortzufahren.
IDS_TEXTCLIENT_INC_002677	Du kannst während des sicheren Upgrades keine Gegenstände platzieren.
IDS_TEXTCLIENT_INC_002678	Der Gegenstand hat bereits den maximal möglichen Wert.
IDS_TEXTCLIENT_INC_002679	Rock Paper Scissors Coupon (US)
IDS_TEXTCLIENT_INC_002680	Tausche 5 Event Coupons und 100,000 Penya gegen einen Rock Paper Scissors Coupon.
IDS_TEXTCLIENT_INC_002681	5 Event Coupons + 100,000 Penya  ? 1 Rock Paper Scissors Coupon
IDS_TEXTCLIENT_INC_002682	Rock Paper Scissors Coupon (Hongkong and Taiwan)
IDS_TEXTCLIENT_INC_002683	Tausche 5 Event Coupons und 100,000 Penya gegen einen Rock Paper Scissors Coupon.
IDS_TEXTCLIENT_INC_002684	5 Event Coupons + 100,000 Penya  ? 1 Rock Paper Scissors Coupon
IDS_TEXTCLIENT_INC_002685	Bedingungen für das Upgrade sind nicht erfüllt.
IDS_TEXTCLIENT_INC_002686	Blinkwing kann in diesem Gebiet nicht eingesetzt werden.
IDS_TEXTCLIENT_INC_002687	Wird durch Anlegen an diesen Charakter gebunden.
IDS_TEXTCLIENT_INC_002688	Seelengebunden
IDS_TEXTCLIENT_INC_002689	Achtung, Gegenstand kann nach dem Anlegen nicht mehr gehandelt werden. Fortfahren?
IDS_TEXTCLIENT_INC_002690	Bitte wähle, ob du den Gegenstand an deinen Charakter binden möchtest.
IDS_TEXTCLIENT_INC_002691	Nur zwischen Level %s und %s kannst du diesen Dungeon betreten.
IDS_TEXTCLIENT_INC_002692	Du erfüllst nicht die Voraussetzungen für diesen Dungeon.
IDS_TEXTCLIENT_INC_002693	Der Dungeon kann erst wieder in %s Minuten und %s Sekunden betreten werden.
IDS_TEXTCLIENT_INC_002694	Dungeoninstanz wurde schon auf einem anderen Channel erstellt.
IDS_TEXTCLIENT_INC_002695	Du musst in einer Party sein, um den Dungeon zu betreten.
IDS_TEXTCLIENT_INC_002696	Leider sind auf diesem Channel im Moment alle Instanzen bereits belegt. Versuche es bitte auf einem anderen Channel.
IDS_TEXTCLIENT_INC_002697	Khaldera
IDS_TEXTCLIENT_INC_002698	Mehr Platz erforderlich. Klicke auf Reset, um das Upgradefenster zurückzusetzen.
IDS_TEXTCLIENT_INC_002699	Sicheres Upgraden (Allgemein)
IDS_TEXTCLIENT_INC_002700	Sicheres Upgraden (Schmuck)
IDS_TEXTCLIENT_INC_002701	Sicheres Upgraden (Sockel)
IDS_TEXTCLIENT_INC_002702	Erforderlicher Job: Knight Master
IDS_TEXTCLIENT_INC_002703	Erforderlicher Job: Blade Master
IDS_TEXTCLIENT_INC_002704	Erforderlicher Job: Jester Master
IDS_TEXTCLIENT_INC_002705	Erforderlicher Job: Ranger Master
IDS_TEXTCLIENT_INC_002706	Erforderlicher Job: Ringmaster Master
IDS_TEXTCLIENT_INC_002707	Erforderlicher Job: Billposter Master
IDS_TEXTCLIENT_INC_002708	Erforderlicher Job: Psykeeper Master
IDS_TEXTCLIENT_INC_002709	Erforderlicher Job: Elementor Master
IDS_TEXTCLIENT_INC_002710	Erforderlicher Job: Knight Hero
IDS_TEXTCLIENT_INC_002711	Erforderlicher Job: Blade Hero
IDS_TEXTCLIENT_INC_002712	Erforderlicher Job: Jester Hero
IDS_TEXTCLIENT_INC_002713	Erforderlicher Job: Ranger Hero
IDS_TEXTCLIENT_INC_002714	Erforderlicher Job: Ringmaster Hero
IDS_TEXTCLIENT_INC_002715	Erforderlicher Job: Billposter Hero
IDS_TEXTCLIENT_INC_002716	Erforderlicher Job: Psykeeper Hero
IDS_TEXTCLIENT_INC_002717	Erforderlicher Job: Elementor Hero
IDS_TEXTCLIENT_INC_002718	Alle Stats werden zurückgesetzt. Möchtest du wirklich den Restat durchführen?
IDS_TEXTCLIENT_INC_002719	Der Stat STR wird zurückgesetzt. Möchtest du wirklich den Restat(STR) durchführen?
IDS_TEXTCLIENT_INC_002720	Der Stat STA wird zurückgesetzt. Möchtest du wirklich den Restat(STA) durchführen?
IDS_TEXTCLIENT_INC_002721	Der Stat DEX wird zurückgesetzt. Möchtest du wirklich den Restat(DEX) durchführen?
IDS_TEXTCLIENT_INC_002722	Der Stat INT wird zurückgesetzt. Möchtest du wirklich den Restat(INT) durchführen?
IDS_TEXTCLIENT_INC_002723	Wirkt nur bei Elementupgrade bis +10. Möchtest du fortfahren?
IDS_TEXTCLIENT_INC_002724	Bitte wähle, ob du den Gegenstand benutzen möchtest.
IDS_TEXTCLIENT_INC_002725	Das sichere Upgraden ist während des Handelns nicht verfügbar.
IDS_TEXTCLIENT_INC_002726	Das Quizevent beginnt auf %s channel in %d Minute(n).
IDS_TEXTCLIENT_INC_002727	Bitte rede mit Ete in Flaris, um beim Quizevent mitzumachen.
IDS_TEXTCLIENT_INC_002728	Das Warteareal im %s channel ist betretbar. Das nächste Quiz erfolgt in %d Minuten.
IDS_TEXTCLIENT_INC_002729	Wenn du beim Quizevent mitmachen willst, sprich bitte mit Ete.
IDS_TEXTCLIENT_INC_002730	Es ist kein Quizevent in Planung. 
IDS_TEXTCLIENT_INC_002731	Fragen
IDS_TEXTCLIENT_INC_002732	Die Antwort lautet %c.
IDS_TEXTCLIENT_INC_002733	Nicht bestanden
IDS_TEXTCLIENT_INC_002734	Das Quizevent auf dem %s Channel ist beendet. Danke für deine Teilnahme. 
IDS_TEXTCLIENT_INC_002735	Das Warteareal für das Quizevent ist betretbar. Das nächste Quiz erfolgt in %d Minuten.
IDS_TEXTCLIENT_INC_002736	Bitte rede mit Tong, um zum Quizeventareal zu kommen.
IDS_TEXTCLIENT_INC_002737	Der/die %d Gewinner sind.
IDS_TEXTCLIENT_INC_002738	Du kannst dies während des Events nicht verwenden.
IDS_TEXTCLIENT_INC_002739	Das Quiz beginnt bald.
IDS_TEXTCLIENT_INC_002740	Du hast das Quiz als . %d beendet. 
IDS_TEXTCLIENT_INC_002741	Die Antwort lautet %d.
IDS_TEXTCLIENT_INC_002742	Preise für das Quizevent.
IDS_TEXTCLIENT_INC_002743	Glückwunsch!
IDS_TEXTCLIENT_INC_002744	Zum Quizevent
IDS_TEXTCLIENT_INC_002745	Teilnahme am Quizevent.
IDS_TEXTCLIENT_INC_002746	Teleportiere in die nächste Stadt.
IDS_TEXTCLIENT_INC_002747	Umtauschcoupon
IDS_TEXTCLIENT_INC_002748	Du kannst einen von 5 Delicious Macaron gegen deinen Umtauschcoupon eintauschen. 
IDS_TEXTCLIENT_INC_002749	5 Umtauschcoupons ? 1 Delicious Macaron
IDS_TEXTCLIENT_INC_002750	Buffpet aktiv
IDS_TEXTCLIENT_INC_002751	Buffpet inaktiv
IDS_TEXTCLIENT_INC_002752	Das Buffpet wurde nicht herbeigerufen. 
IDS_TEXTCLIENT_INC_002753	Es besteht kein freier Slot in der Beadleiste. 
IDS_TEXTCLIENT_INC_002754	Du hast denselben Bead bereits aufgerüstet. 
IDS_TEXTCLIENT_INC_002755	Die notwendigen Beads sind nicht aufgerüstet.
IDS_TEXTCLIENT_INC_002756	%s wurde von der Beadleiste entfernt.
IDS_TEXTCLIENT_INC_002757	%s ist abgelaufen.
IDS_TEXTCLIENT_INC_002758	Kein Buffpet aktiv. 
IDS_TEXTCLIENT_INC_002759	Du kannst keine weiteren Slots freimachen. 
IDS_TEXTCLIENT_INC_002760	%s ist nicht in Anwendung. Bitte überprüfen. 
IDS_TEXTCLIENT_INC_002761	Du darfst dich jetzt nicht bewegen. 
IDS_TEXTCLIENT_INC_002762	Möchtest du das Quizevent starten?
IDS_TEXTCLIENT_INC_002763	Möchtest du das Quizevent beenden?
IDS_TEXTCLIENT_INC_002764	Willst du %ss Mentor werden?
IDS_TEXTCLIENT_INC_002765	Du hast dich als Mentor für %ss beworben. 
IDS_TEXTCLIENT_INC_002766	%s erfüllt die Voraussetzungen zum Meister nicht.
IDS_TEXTCLIENT_INC_002767	%s kann keine Schüler mehr annehmen.
IDS_TEXTCLIENT_INC_002768	%s hat sich als dein Mentor beworben. Nimmst du ihn an?
IDS_TEXTCLIENT_INC_002769	%s wurde zum Mentor.
IDS_TEXTCLIENT_INC_002770	Willst du dich als Mentor von %ss bewerben?
IDS_TEXTCLIENT_INC_002771	Du hast dich als Mentor von %ss beworben.
IDS_TEXTCLIENT_INC_002772	%s wünscht dein Schüler zu werden. Nimmst du ihn an?
IDS_TEXTCLIENT_INC_002773	%s wurde zum Schüler.
IDS_TEXTCLIENT_INC_002774	Du kannst keine Mentor-Schüler Verbindung eingehen. 
IDS_TEXTCLIENT_INC_002775	%s hat bereits einen Mentor. 
IDS_TEXTCLIENT_INC_002776	%s hat abgelehnt. 
IDS_TEXTCLIENT_INC_002777	Bist du sicher, dass du die Mentor-Schüler Verbindung mit %s beenden willst?
IDS_TEXTCLIENT_INC_002778	Du hast die Mentor-Schüler Verbindung mit %s beendet. 
IDS_TEXTCLIENT_INC_002779	Du kannst eine Mentor-Schüler Verbindung eingehen, wenn die Mentorpunkte auf null sind. 
IDS_TEXTCLIENT_INC_002780	Der andere Charakter sollte null Mentorpunkte haben, um eine Mentor-Schüler Verbindung einzugehen. 
IDS_TEXTCLIENT_INC_002781	Möbelinformation
IDS_TEXTCLIENT_INC_002782	Neu installieren
IDS_TEXTCLIENT_INC_002783	Verwerfen
IDS_TEXTCLIENT_INC_002784	Teleportbewegung
IDS_TEXTCLIENT_INC_002785	Die Benutzung eines Transy ist in diesem Dungeon nicht möglich.
IDS_TEXTCLIENT_INC_002786	Du kannst diesen Dungeon nicht während der Benutzung eines Transy betreten.
IDS_TEXTCLIENT_INC_002787	Gildenhauskauf (klein)
IDS_TEXTCLIENT_INC_002788	Möchtest du %s ausrüsten?
IDS_TEXTCLIENT_INC_002789	Willst du %s wegwerfen?\nWeggeworfene Beads verschwinden. 
IDS_TEXTCLIENT_INC_002790	Notwendiges Bead. 
IDS_TEXTCLIENT_INC_002791	Nur eine Gilde ab Lvl %s oder höher kann einen Kauf tätigen.
IDS_TEXTCLIENT_INC_002792	Ein Gildenhaus kann von einer Gilde gekauft werden, die aus mindestens zwölf Mitgliedern besteht und Level drei hat. 
IDS_TEXTCLIENT_INC_002793	Du musst ein Gildenmeister sein, um den Kauf zu tätigen. 
IDS_TEXTCLIENT_INC_002794	Du hast nicht genug Penya. 
IDS_TEXTCLIENT_INC_002795	Du besitzt bereits ein Gildenhaus. 
IDS_TEXTCLIENT_INC_002796	Du besitzt kein Gildenhaus. 
IDS_TEXTCLIENT_INC_002797	Du kannst keine Möbel mehr anmelden. 
IDS_TEXTCLIENT_INC_002798	Der Gildenteleporter existiert bereits. 
IDS_TEXTCLIENT_INC_002799	Du kannst kein weiteres Möbelstück dieser Art aufstellen. 
IDS_TEXTCLIENT_INC_002800	Du darfst keine Möbelstücke platzieren oder entfernen. 
IDS_TEXTCLIENT_INC_002801	Du darfst auf diesem Channel nichts platzieren oder entfernen. 
IDS_TEXTCLIENT_INC_002802	Du kannst keine Wohnkosten für mehr als %s Tage bezahlen. 
IDS_TEXTCLIENT_INC_002803	Du darfst keine Wohnkosten bezahlen. 
IDS_TEXTCLIENT_INC_002804	Du hast %d Stunde(n) übrig das Gildenhaus in Stand zu halten. .
IDS_TEXTCLIENT_INC_002805	Gildenhausmöbellager
IDS_TEXTCLIENT_INC_002806	Teleporterlager
IDS_TEXTCLIENT_INC_002807	Du kannst das Questitem nicht in dein Bag ziehen. 
IDS_TEXTCLIENT_INC_002808	Wohnkosten einzahlen. 
IDS_TEXTCLIENT_INC_002809	Ruhebonus vergrößern. 
IDS_TEXTCLIENT_INC_002810	Das Gildenhaus wurde aufgelöst. 
IDS_TEXTCLIENT_INC_002811	Du hast ein Gildenhaus gekauft. 
IDS_TEXTCLIENT_INC_002812	Gildenhaus betreten. 
IDS_TEXTCLIENT_INC_002813	Gildenhaus verlassen. 
IDS_TEXTCLIENT_INC_002814	Bitte versuch es später wieder. 
IDS_TEXTCLIENT_INC_002815	Dieses Möbelstück hat Lvl %s, es kann nicht im kleinen Gildenhaus platziert werden. 
IDS_TEXTCLIENT_INC_002816	%s wurde entfernt.
IDS_TEXTCLIENT_INC_002817	%s wurde platziert.
IDS_TEXTCLIENT_INC_002818	%s wurde wieder platziert.
IDS_TEXTCLIENT_INC_002819	Ruhebonus: Vergrößert die EXP Punkte, die man bei der Monsterjagd erhält. 
IDS_TEXTCLIENT_INC_002820	Das Möbelstück wurde platziert. 
IDS_TEXTCLIENT_INC_002821	Das Möbelstück wurde entfernt. 
IDS_TEXTCLIENT_INC_002822	Bist du sicher, dass du den Beadslot von %s aktivieren willst?
IDS_TEXTCLIENT_INC_002823	Frohe Weihnachten!
IDS_TEXTCLIENT_INC_002824	Falls du beim Weihnachtsevent mitgemacht hast, kannst du hier deine Medals eintauschen.
IDS_TEXTCLIENT_INC_002825	5 Christmas Medal = Rudolf Set (M) (7 Tage)
IDS_TEXTCLIENT_INC_002826	5 Christmas Medal = Rudolf Set (F) (7 Tage)
IDS_TEXTCLIENT_INC_002827	5 Christmas Medal = Santa Set (M) (7 Tage)
IDS_TEXTCLIENT_INC_002828	5 Christmas Medal = Santa Set (F) (7 Tage)
IDS_TEXTCLIENT_INC_002829	1 Christmas Medal = 2 Christmas Cake
IDS_TEXTCLIENT_INC_002830	1 Christmas Medal = 2 Ginger Bread
IDS_TEXTCLIENT_INC_002831	1 Christmas Medal = 10 Vanilla Cookie
IDS_TEXTCLIENT_INC_002832	1 Christmas Medal = 4 Christmas Tea
IDS_TEXTCLIENT_INC_002833	Bankpasswortfenster öffnen. 
IDS_TEXTCLIENT_INC_002834	Das Bankpasswort ist nicht korrekt. 
IDS_TEXTCLIENT_INC_002835	Bankpasswort eingeben. 
IDS_TEXTCLIENT_INC_002836	Das Bankpasswort sollte aus mindestens %d Nummern bestehen. 
IDS_TEXTCLIENT_INC_002837	Das gerade eingegebene Bankpasswort kann nicht verwendet werden. 
IDS_TEXTCLIENT_INC_002838	Bankpasswort bestätigen. 
IDS_TEXTCLIENT_INC_002839	Keine Übereinstimmung. 
IDS_TEXTCLIENT_INC_002840	Bett
IDS_TEXTCLIENT_INC_002841	Tisch
IDS_TEXTCLIENT_INC_002842	Sofa
IDS_TEXTCLIENT_INC_002843	Tisch 
IDS_TEXTCLIENT_INC_002844	Stuhl
IDS_TEXTCLIENT_INC_002845	Bücherregal
IDS_TEXTCLIENT_INC_002846	Schminktisch
IDS_TEXTCLIENT_INC_002847	Schrank
IDS_TEXTCLIENT_INC_002848	Badewanne
IDS_TEXTCLIENT_INC_002849	Nachttisch
IDS_TEXTCLIENT_INC_002850	Teppich
IDS_TEXTCLIENT_INC_002851	Tapete
IDS_TEXTCLIENT_INC_002852	Wohnkosten bezahlen. 
IDS_TEXTCLIENT_INC_002853	Zeitraum der Wohnkosten. 
IDS_TEXTCLIENT_INC_002854	Zahlungssumme. 
IDS_TEXTCLIENT_INC_002855	Möbelarten
IDS_TEXTCLIENT_INC_002856	Return Scroll kann nicht eingesetzt werden. 
IDS_TEXTCLIENT_INC_002857	Alle Quests
IDS_TEXTCLIENT_INC_002858	Derzeitige Quests
IDS_TEXTCLIENT_INC_002859	Abgeschlossene Quests
IDS_TEXTCLIENT_INC_002860	Keine Überprüfung möglich
IDS_TEXTCLIENT_INC_002861	Neue Quest
IDS_TEXTCLIENT_INC_002862	Keine neue Quest ersichtlich. 
IDS_TEXTCLIENT_INC_002863	Aktive Quest
IDS_TEXTCLIENT_INC_002864	Keine aktive Quest gelistet. 
IDS_TEXTCLIENT_INC_002865	Sprechen
IDS_TEXTCLIENT_INC_002866	Vorstellung
IDS_TEXTCLIENT_INC_002867	Auf Wiedersehen. 
IDS_TEXTCLIENT_INC_002868	Gegenstand ausgerüstet
IDS_TEXTCLIENT_INC_002869	Zielinformation
IDS_TEXTCLIENT_INC_002870	Gültig bis
IDS_TEXTCLIENT_INC_002871	%s hat sich für eine Mentor-Schüler Verbindung beworben. Willst du annehmen?
IDS_TEXTCLIENT_INC_002872	%s Mentor-Schüler Verbindung wird beendet. Fortfahren? 
IDS_TEXTCLIENT_INC_002873	FITA Event
IDS_TEXTCLIENT_INC_002874	Du erhälst einen FITA Umhang (30 Tage), wenn du mir 4 verschiedene FITA Cookies von der Monsterjagd bringst. 
IDS_TEXTCLIENT_INC_002875	FITA Cookie (F),(I),(T),(A) ? FITA Cloak (30 Tage)
IDS_TEXTCLIENT_INC_002876	Frei
IDS_TEXTCLIENT_INC_002877	Lv.
IDS_TEXTCLIENT_INC_002878	%d Sieg
IDS_TEXTCLIENT_INC_002879	%d Niederlage
IDS_TEXTCLIENT_INC_002880	%d Kapitulation
IDS_TEXTCLIENT_INC_002881	%s<Lv.%d>
IDS_TEXTCLIENT_INC_002882	%s<Lv.%d-M>
IDS_TEXTCLIENT_INC_002883	%s<Lv.%d-H>
IDS_TEXTCLIENT_INC_002884	%s<LV.%d>
IDS_TEXTCLIENT_INC_002885	HP(%d/%d),Gold(%d),EXP %.2f%% (%I64d/%I64d)
IDS_TEXTCLIENT_INC_002886	Zusätzl. HP Rate(%d/%d)
IDS_TEXTCLIENT_INC_002887	%dX Zoom
IDS_TEXTCLIENT_INC_002888	%dp
IDS_TEXTCLIENT_INC_002889	%s Lv %d
IDS_TEXTCLIENT_INC_002890	Sicheres Upgraden (Element)
IDS_TEXTCLIENT_INC_002891	Du musst die Elementkarte erst registrieren.
