IDS_PROPMOVER_TXT_000000	Default
IDS_PROPMOVER_TXT_001178	Giant Catsy
IDS_PROPMOVER_TXT_001179	
IDS_PROPMOVER_TXT_001180	Small Nymph
IDS_PROPMOVER_TXT_001181	
IDS_PROPMOVER_TXT_001182	Nymph
IDS_PROPMOVER_TXT_001183	
IDS_PROPMOVER_TXT_001184	Captain Nymph
IDS_PROPMOVER_TXT_001185	
IDS_PROPMOVER_TXT_001186	Lucifer
IDS_PROPMOVER_TXT_001187	
IDS_PROPMOVER_TXT_001188	Rangda
IDS_PROPMOVER_TXT_001189	
IDS_PROPMOVER_TXT_001190	Horrible Rangda
IDS_PROPMOVER_TXT_001191	
IDS_PROPMOVER_TXT_001192	Uncanny Rangda
IDS_PROPMOVER_TXT_001193	
IDS_PROPMOVER_TXT_001194	Dreadful Rangda
IDS_PROPMOVER_TXT_001195	
IDS_PROPMOVER_TXT_001196	Baby Yeti
IDS_PROPMOVER_TXT_001197	
IDS_PROPMOVER_TXT_001198	Mutant Catsy
IDS_PROPMOVER_TXT_001199	
IDS_PROPMOVER_TXT_001200	Mutant Devia
IDS_PROPMOVER_TXT_001201	
IDS_PROPMOVER_TXT_001202	Mutant Gullah
IDS_PROPMOVER_TXT_001203	
IDS_PROPMOVER_TXT_001204	Mutant Abraxas
IDS_PROPMOVER_TXT_001205	
IDS_PROPMOVER_TXT_001206	Mutant Hague
IDS_PROPMOVER_TXT_001207	
IDS_PROPMOVER_TXT_001208	Mutant Tote
IDS_PROPMOVER_TXT_001209	
IDS_PROPMOVER_TXT_001210	Mutant Asterius
IDS_PROPMOVER_TXT_001211	
IDS_PROPMOVER_TXT_001212	Mutant Dantalian
IDS_PROPMOVER_TXT_001213	
IDS_PROPMOVER_TXT_001214	Mutant Gannessa
IDS_PROPMOVER_TXT_001215	
IDS_PROPMOVER_TXT_001216	Mutant Gorgoth
IDS_PROPMOVER_TXT_001217	
IDS_PROPMOVER_TXT_001218	Knight 2
IDS_PROPMOVER_TXT_001219	
IDS_PROPMOVER_TXT_001220	Knight 1
IDS_PROPMOVER_TXT_001221	
IDS_PROPMOVER_TXT_001222	Lord Verwalter
IDS_PROPMOVER_TXT_001223	
IDS_PROPMOVER_TXT_001224	Ice Lady
IDS_PROPMOVER_TXT_001225	
IDS_PROPMOVER_TXT_001226	Small Kingster
IDS_PROPMOVER_TXT_001227	
IDS_PROPMOVER_TXT_001228	Kingster
IDS_PROPMOVER_TXT_001229	
IDS_PROPMOVER_TXT_001230	Captain Kingster
IDS_PROPMOVER_TXT_001231	
IDS_PROPMOVER_TXT_001232	Small Craken
IDS_PROPMOVER_TXT_001233	
IDS_PROPMOVER_TXT_001234	Craken
IDS_PROPMOVER_TXT_001235	
IDS_PROPMOVER_TXT_001236	Captain Craken
IDS_PROPMOVER_TXT_001237	
IDS_PROPMOVER_TXT_001238	Small Creper
IDS_PROPMOVER_TXT_001239	
IDS_PROPMOVER_TXT_001240	Creper
IDS_PROPMOVER_TXT_001241	
IDS_PROPMOVER_TXT_001242	Captain Creper
IDS_PROPMOVER_TXT_001243	
IDS_PROPMOVER_TXT_001244	Small Nagaro
IDS_PROPMOVER_TXT_001245	
IDS_PROPMOVER_TXT_001246	Nagaro
IDS_PROPMOVER_TXT_001247	
IDS_PROPMOVER_TXT_001248	Captain Nagaro
IDS_PROPMOVER_TXT_001249	
IDS_PROPMOVER_TXT_001250	Small Artrox
IDS_PROPMOVER_TXT_001251	
IDS_PROPMOVER_TXT_001252	Artrox
IDS_PROPMOVER_TXT_001253	
IDS_PROPMOVER_TXT_001254	Captain Artrox
IDS_PROPMOVER_TXT_001255	
IDS_PROPMOVER_TXT_001256	Small Okean
IDS_PROPMOVER_TXT_001257	
IDS_PROPMOVER_TXT_001258	Okean
IDS_PROPMOVER_TXT_001259	
IDS_PROPMOVER_TXT_001260	Captain Okean
IDS_PROPMOVER_TXT_001261	
IDS_PROPMOVER_TXT_001262	Small Taiga
IDS_PROPMOVER_TXT_001263	
IDS_PROPMOVER_TXT_001264	Taiga
IDS_PROPMOVER_TXT_001265	
IDS_PROPMOVER_TXT_001266	Captain Taiga
IDS_PROPMOVER_TXT_001267	
IDS_PROPMOVER_TXT_001268	Small Dorian
IDS_PROPMOVER_TXT_001269	
IDS_PROPMOVER_TXT_001270	Dorian
IDS_PROPMOVER_TXT_001271	
IDS_PROPMOVER_TXT_001272	Captain Dorian
IDS_PROPMOVER_TXT_001273	
IDS_PROPMOVER_TXT_001274	Small Merel
IDS_PROPMOVER_TXT_001275	
IDS_PROPMOVER_TXT_001276	Merel
IDS_PROPMOVER_TXT_001277	
IDS_PROPMOVER_TXT_001278	Captain Merel
IDS_PROPMOVER_TXT_001279	
IDS_PROPMOVER_TXT_001280	[Regenbogengeist] Rot
IDS_PROPMOVER_TXT_001281	
IDS_PROPMOVER_TXT_001282	[Regenbogengeist] Orange
IDS_PROPMOVER_TXT_001283	
IDS_PROPMOVER_TXT_001284	[Regenbogengeist] Gelb
IDS_PROPMOVER_TXT_001285	
IDS_PROPMOVER_TXT_001286	[Regenbogengeist] Grün
IDS_PROPMOVER_TXT_001287	
IDS_PROPMOVER_TXT_001288	[Regenbogengeist] Blau
IDS_PROPMOVER_TXT_001289	
IDS_PROPMOVER_TXT_001290	[Regenbogengeist] Indigo
IDS_PROPMOVER_TXT_001291	
IDS_PROPMOVER_TXT_001292	[Regenbogengeist] Violett
IDS_PROPMOVER_TXT_001293	
IDS_PROPMOVER_TXT_001294	Verwalter des Regenbogenrennens
IDS_PROPMOVER_TXT_001295	
IDS_PROPMOVER_TXT_001296	
IDS_PROPMOVER_TXT_001297	
IDS_PROPMOVER_TXT_001298	Stadtwache
IDS_PROPMOVER_TXT_001299	
IDS_PROPMOVER_TXT_001300	[Guild War Verwalter] Frankie
IDS_PROPMOVER_TXT_001301	
IDS_PROPMOVER_TXT_001302	[Guild War Verwalterin] Donaris
IDS_PROPMOVER_TXT_001303	
IDS_PROPMOVER_TXT_001304	[1vs1 Guild War Verwalter] Amos
IDS_PROPMOVER_TXT_001305	
IDS_PROPMOVER_TXT_001306	[1vs1 Guild War Verwalterin] Anny
IDS_PROPMOVER_TXT_001307	
IDS_PROPMOVER_TXT_001308	[PvP Arena Verwalter] Ray
IDS_PROPMOVER_TXT_001309	
IDS_PROPMOVER_TXT_001310	Bürgermeister
IDS_PROPMOVER_TXT_001311	
IDS_PROPMOVER_TXT_001312	[Hausverwalter] Charlie
IDS_PROPMOVER_TXT_001313	
IDS_PROPMOVER_TXT_001314	Wintergott
IDS_PROPMOVER_TXT_001315	
IDS_PROPMOVER_TXT_001316	Wintergott
IDS_PROPMOVER_TXT_001317	
IDS_PROPMOVER_TXT_001318	Angry Bulldog
IDS_PROPMOVER_TXT_001319	
IDS_PROPMOVER_TXT_001320	Cheeky Ghost
IDS_PROPMOVER_TXT_001321	
IDS_PROPMOVER_TXT_001322	Stone Lion
IDS_PROPMOVER_TXT_001323	
IDS_PROPMOVER_TXT_001324	Clever Owl
IDS_PROPMOVER_TXT_001325	
IDS_PROPMOVER_TXT_001326	Broken Doll
IDS_PROPMOVER_TXT_001327	
IDS_PROPMOVER_TXT_001328	Funny Robot
IDS_PROPMOVER_TXT_001329	
IDS_PROPMOVER_TXT_001330	Tamed Bang
IDS_PROPMOVER_TXT_001331	
IDS_PROPMOVER_TXT_001332	Baby Panda
IDS_PROPMOVER_TXT_001333	
IDS_PROPMOVER_TXT_001334	Tamed Little Tigar
IDS_PROPMOVER_TXT_001335	
IDS_PROPMOVER_TXT_001336	Tamed Tigar
IDS_PROPMOVER_TXT_001337	
IDS_PROPMOVER_TXT_001338	Tamed Captain Tigar
IDS_PROPMOVER_TXT_001339	
IDS_PROPMOVER_TXT_001340	Small Crowhell
IDS_PROPMOVER_TXT_001341	
IDS_PROPMOVER_TXT_001342	Crowhell
IDS_PROPMOVER_TXT_001343	
IDS_PROPMOVER_TXT_001344	Captain Crowhell
IDS_PROPMOVER_TXT_001345	
IDS_PROPMOVER_TXT_001346	Giant Crowhell
IDS_PROPMOVER_TXT_001347	
IDS_PROPMOVER_TXT_001348	Small Flinker
IDS_PROPMOVER_TXT_001349	
IDS_PROPMOVER_TXT_001350	Flinker
IDS_PROPMOVER_TXT_001351	
IDS_PROPMOVER_TXT_001352	Captain Flinker
IDS_PROPMOVER_TXT_001353	
IDS_PROPMOVER_TXT_001354	Giant Flinker
IDS_PROPMOVER_TXT_001355	
IDS_PROPMOVER_TXT_001356	Small Toadrin
IDS_PROPMOVER_TXT_001357	
IDS_PROPMOVER_TXT_001358	Toadrin
IDS_PROPMOVER_TXT_001359	
IDS_PROPMOVER_TXT_001360	Captain Toadrin
IDS_PROPMOVER_TXT_001361	
IDS_PROPMOVER_TXT_001362	Giant Toadrin
IDS_PROPMOVER_TXT_001363	
IDS_PROPMOVER_TXT_001364	Small Hassalla
IDS_PROPMOVER_TXT_001365	
IDS_PROPMOVER_TXT_001366	Hassalla
IDS_PROPMOVER_TXT_001367	
IDS_PROPMOVER_TXT_001368	Captain Hassalla
IDS_PROPMOVER_TXT_001369	
IDS_PROPMOVER_TXT_001370	Giant Hassalla
IDS_PROPMOVER_TXT_001371	
IDS_PROPMOVER_TXT_001372	Small Berken
IDS_PROPMOVER_TXT_001373	
IDS_PROPMOVER_TXT_001374	Berken
IDS_PROPMOVER_TXT_001375	
IDS_PROPMOVER_TXT_001376	Captain Berken
IDS_PROPMOVER_TXT_001377	
IDS_PROPMOVER_TXT_001378	Giant Berken
IDS_PROPMOVER_TXT_001379	
IDS_PROPMOVER_TXT_001380	Small Freek Ant
IDS_PROPMOVER_TXT_001381	
IDS_PROPMOVER_TXT_001382	Freek Ant
IDS_PROPMOVER_TXT_001383	
IDS_PROPMOVER_TXT_001384	Captain Freek Ant
IDS_PROPMOVER_TXT_001385	
IDS_PROPMOVER_TXT_001386	Giant Freek Ant
IDS_PROPMOVER_TXT_001387	
IDS_PROPMOVER_TXT_001388	Small Creepy Centipede
IDS_PROPMOVER_TXT_001389	
IDS_PROPMOVER_TXT_001390	Creepy Centipede
IDS_PROPMOVER_TXT_001391	
IDS_PROPMOVER_TXT_001392	Captain Creepy Centipede
IDS_PROPMOVER_TXT_001393	
IDS_PROPMOVER_TXT_001394	Giant Creepy Centipede
IDS_PROPMOVER_TXT_001395	
IDS_PROPMOVER_TXT_001396	Small Moul Mouse
IDS_PROPMOVER_TXT_001397	
IDS_PROPMOVER_TXT_001398	Moul Mouse
IDS_PROPMOVER_TXT_001399	
IDS_PROPMOVER_TXT_001400	Captain Moul Mouse
IDS_PROPMOVER_TXT_001401	
IDS_PROPMOVER_TXT_001402	Giant Moul Mouse
IDS_PROPMOVER_TXT_001403	
IDS_PROPMOVER_TXT_001404	Lykanoce of Death
IDS_PROPMOVER_TXT_001405	
IDS_PROPMOVER_TXT_001406	Desmodon
IDS_PROPMOVER_TXT_001407	
IDS_PROPMOVER_TXT_001408	Cursed Small Freek Ant
IDS_PROPMOVER_TXT_001409	
IDS_PROPMOVER_TXT_001410	Cursed Freek Ant
IDS_PROPMOVER_TXT_001411	
IDS_PROPMOVER_TXT_001412	Cursed Captain Freek Ant 
IDS_PROPMOVER_TXT_001413	
IDS_PROPMOVER_TXT_001414	Cursed Giant Freek Ant 
IDS_PROPMOVER_TXT_001415	
IDS_PROPMOVER_TXT_001416	Cursed Small Creepy Centipede
IDS_PROPMOVER_TXT_001417	
IDS_PROPMOVER_TXT_001418	Cursed Creepy Centipede
IDS_PROPMOVER_TXT_001419	
IDS_PROPMOVER_TXT_001420	Cursed Captain Creepy Centipede
IDS_PROPMOVER_TXT_001421	
IDS_PROPMOVER_TXT_001422	Cursed Giant Creepy Centipede
IDS_PROPMOVER_TXT_001423	
IDS_PROPMOVER_TXT_001424	Cursed Small Moul Mouse
IDS_PROPMOVER_TXT_001425	
IDS_PROPMOVER_TXT_001426	Cursed Moul Mouse
IDS_PROPMOVER_TXT_001427	
IDS_PROPMOVER_TXT_001428	Cursed Captain Moul Mouse
IDS_PROPMOVER_TXT_001429	
IDS_PROPMOVER_TXT_001430	Cursed Giant Moul Mouse
IDS_PROPMOVER_TXT_001431	
IDS_PROPMOVER_TXT_001432	Cursed Lykanoce of Death
IDS_PROPMOVER_TXT_001433	
IDS_PROPMOVER_TXT_001434	Cursed Desmodon
IDS_PROPMOVER_TXT_001435	
IDS_PROPMOVER_TXT_001436	Jano
IDS_PROPMOVER_TXT_001437	
IDS_PROPMOVER_TXT_001438	Luka
IDS_PROPMOVER_TXT_001439	
IDS_PROPMOVER_TXT_001440	[Expeditionsleiter] Vespu
IDS_PROPMOVER_TXT_001441	
IDS_PROPMOVER_TXT_001442	Lasa
IDS_PROPMOVER_TXT_001443	
IDS_PROPMOVER_TXT_001444	Ryan
IDS_PROPMOVER_TXT_001445	
IDS_PROPMOVER_TXT_001446	Baby Amazon Parrot
IDS_PROPMOVER_TXT_001447	
IDS_PROPMOVER_TXT_001448	Ete
IDS_PROPMOVER_TXT_001449	
IDS_PROPMOVER_TXT_001450	Tong
IDS_PROPMOVER_TXT_001451	
IDS_PROPMOVER_TXT_001452	Beetlebot 
IDS_PROPMOVER_TXT_001453	
IDS_PROPMOVER_TXT_001454	Ms. Vietnam
IDS_PROPMOVER_TXT_001455	
IDS_PROPMOVER_TXT_001456	Mochikochi
IDS_PROPMOVER_TXT_001457	
IDS_PROPMOVER_TXT_001458	Gildenteleporter 
IDS_PROPMOVER_TXT_001459	
IDS_PROPMOVER_TXT_001460	Gentle Raccoon
IDS_PROPMOVER_TXT_001461	
IDS_PROPMOVER_TXT_001462	
IDS_PROPMOVER_TXT_001463	
IDS_PROPMOVER_TXT_001464	Celia
IDS_PROPMOVER_TXT_001465	
IDS_PROPMOVER_TXT_001466	Isinis
IDS_PROPMOVER_TXT_001467	
IDS_PROPMOVER_TXT_001468	Lupos
IDS_PROPMOVER_TXT_001469	
IDS_PROPMOVER_TXT_001470	Gladios
IDS_PROPMOVER_TXT_001471	
IDS_PROPMOVER_TXT_001472	Sparos
IDS_PROPMOVER_TXT_001473	
IDS_PROPMOVER_TXT_001474	Magos
IDS_PROPMOVER_TXT_001475	
IDS_PROPMOVER_TXT_001476	Peremptor
IDS_PROPMOVER_TXT_001477	
IDS_PROPMOVER_TXT_001478	Pugnator
IDS_PROPMOVER_TXT_001479	
IDS_PROPMOVER_TXT_001480	Principalis
IDS_PROPMOVER_TXT_001481	
IDS_PROPMOVER_TXT_001482	Grypos
IDS_PROPMOVER_TXT_001483	
IDS_PROPMOVER_TXT_001484	Princeps
IDS_PROPMOVER_TXT_001485	
IDS_PROPMOVER_TXT_001486	Centurio
IDS_PROPMOVER_TXT_001487	
IDS_PROPMOVER_TXT_001488	Nexos
IDS_PROPMOVER_TXT_001489	
IDS_PROPMOVER_TXT_001490	Eques
IDS_PROPMOVER_TXT_001491	
IDS_PROPMOVER_TXT_001492	Devos
IDS_PROPMOVER_TXT_001493	
IDS_PROPMOVER_TXT_001494	Gildenteleporter 
IDS_PROPMOVER_TXT_001495	
IDS_PROPMOVER_TXT_001496	Mini Santa
IDS_PROPMOVER_TXT_001497	
IDS_PROPMOVER_TXT_001498	Mini Snowman
IDS_PROPMOVER_TXT_001499	
IDS_PROPMOVER_TXT_001500	Bellosian
IDS_PROPMOVER_TXT_001501	
IDS_PROPMOVER_TXT_001502	Loraine
IDS_PROPMOVER_TXT_001503	
IDS_PROPMOVER_TXT_001504	Hybrid Lycan
IDS_PROPMOVER_TXT_001505	
IDS_PROPMOVER_TXT_001506	Siegelstein des Grypos
IDS_PROPMOVER_TXT_001507	
IDS_PROPMOVER_TXT_001508	Siegelstein des Princeps
IDS_PROPMOVER_TXT_001509	
IDS_PROPMOVER_TXT_001510	Siegelstein des Centurio
IDS_PROPMOVER_TXT_001511	
IDS_PROPMOVER_TXT_001512	Siegelstein des Nexos
IDS_PROPMOVER_TXT_001513	
IDS_PROPMOVER_TXT_001514	Siegelstein des Eques
IDS_PROPMOVER_TXT_001515	
IDS_PROPMOVER_TXT_001516	Siegelstein des Devos
IDS_PROPMOVER_TXT_001517	
IDS_PROPMOVER_TXT_001518	Giant Cobra
IDS_PROPMOVER_TXT_001519	
IDS_PROPMOVER_TXT_001520	Giant Mutant Cobra
IDS_PROPMOVER_TXT_001521	
IDS_PROPMOVER_TXT_001522	Raccoon Soldier
IDS_PROPMOVER_TXT_001523	
IDS_PROPMOVER_TXT_001524	Raccoon Bandit
IDS_PROPMOVER_TXT_001525	
IDS_PROPMOVER_TXT_001526	Watanga Warrior
IDS_PROPMOVER_TXT_001527	
IDS_PROPMOVER_TXT_001528	Watanga Shaman
IDS_PROPMOVER_TXT_001529	
IDS_PROPMOVER_TXT_001530	Oloccip
IDS_PROPMOVER_TXT_001531	
IDS_PROPMOVER_TXT_001532	Wild Giant Cobra
IDS_PROPMOVER_TXT_001533	 
IDS_PROPMOVER_TXT_001534	Wild Giant Mutant Cobra
IDS_PROPMOVER_TXT_001535	 
IDS_PROPMOVER_TXT_001536	Wild Raccoon Soldier
IDS_PROPMOVER_TXT_001537	 
IDS_PROPMOVER_TXT_001538	Wild Raccoon Bandit
IDS_PROPMOVER_TXT_001539	 
IDS_PROPMOVER_TXT_001540	Wild Warrior Watanga
IDS_PROPMOVER_TXT_001541	 
IDS_PROPMOVER_TXT_001542	Wild Shaman Watanga
IDS_PROPMOVER_TXT_001543	 
IDS_PROPMOVER_TXT_001544	Wild Oloccip 
IDS_PROPMOVER_TXT_001545	
IDS_PROPMOVER_TXT_001546	Totem of Water
IDS_PROPMOVER_TXT_001547	
IDS_PROPMOVER_TXT_001548	Totem of Wind
IDS_PROPMOVER_TXT_001549	
IDS_PROPMOVER_TXT_001550	Totem of Earth
IDS_PROPMOVER_TXT_001551	
IDS_PROPMOVER_TXT_001552	Totem of Fire
IDS_PROPMOVER_TXT_001553	
IDS_PROPMOVER_TXT_001554	Baby Fennek
IDS_PROPMOVER_TXT_001555	
IDS_PROPMOVER_TXT_001556	Baby Dobermann
IDS_PROPMOVER_TXT_001557	
IDS_PROPMOVER_TXT_001558	Azria Spirit
IDS_PROPMOVER_TXT_001559	
IDS_PROPMOVER_TXT_001560	Dr. Koatson
IDS_PROPMOVER_TXT_001561	
IDS_PROPMOVER_TXT_001562	Paddy
IDS_PROPMOVER_TXT_001563	
IDS_PROPMOVER_TXT_001564	Cheeky Cat
IDS_PROPMOVER_TXT_001565	
IDS_PROPMOVER_TXT_001566	Dandy Rabbit
IDS_PROPMOVER_TXT_001567	
IDS_PROPMOVER_TXT_001568	White Tiger
IDS_PROPMOVER_TXT_001569	
IDS_PROPMOVER_TXT_001570	Rabbit Guarder
IDS_PROPMOVER_TXT_001571	
IDS_PROPMOVER_TXT_001572	Turtle Sworder
IDS_PROPMOVER_TXT_001573	
IDS_PROPMOVER_TXT_001574	Turtle Fighter
IDS_PROPMOVER_TXT_001575	
IDS_PROPMOVER_TXT_001576	Turtle Assassin
IDS_PROPMOVER_TXT_001577	
IDS_PROPMOVER_TXT_001578	Turtle Axe
IDS_PROPMOVER_TXT_001579	
IDS_PROPMOVER_TXT_001580	Turtle Spear
IDS_PROPMOVER_TXT_001581	
IDS_PROPMOVER_TXT_001582	Turtle King
IDS_PROPMOVER_TXT_001583	
IDS_PROPMOVER_TXT_001584	Babalawo
IDS_PROPMOVER_TXT_001585	
IDS_PROPMOVER_TXT_001586	Revived Skeleton
IDS_PROPMOVER_TXT_001587	
IDS_PROPMOVER_TXT_001588	Baby Mochomochi
IDS_PROPMOVER_TXT_001589	
IDS_PROPMOVER_TXT_001590	Dancing Pet
IDS_PROPMOVER_TXT_001591	
IDS_PROPMOVER_TXT_001592	Clockworks Butler
IDS_PROPMOVER_TXT_001593	
IDS_PROPMOVER_TXT_001594	Cursed Statue
IDS_PROPMOVER_TXT_001595	
IDS_PROPMOVER_TXT_001596	Soul Tula
IDS_PROPMOVER_TXT_001597	
IDS_PROPMOVER_TXT_001598	Soul Umtula
IDS_PROPMOVER_TXT_001599	
IDS_PROPMOVER_TXT_001600	Soul Obnis
IDS_PROPMOVER_TXT_001601	
IDS_PROPMOVER_TXT_001602	Soul Bagnis
IDS_PROPMOVER_TXT_001603	
IDS_PROPMOVER_TXT_001604	Behemoth Guardian
IDS_PROPMOVER_TXT_001605	
IDS_PROPMOVER_TXT_001606	Murano
IDS_PROPMOVER_TXT_001607	
IDS_PROPMOVER_TXT_001608	Masked Wolf
IDS_PROPMOVER_TXT_001609	
IDS_PROPMOVER_TXT_001610	Lycan Sentry
IDS_PROPMOVER_TXT_001611	
IDS_PROPMOVER_TXT_001612	Lycan Guard
IDS_PROPMOVER_TXT_001613	
IDS_PROPMOVER_TXT_001614	Lycan Archer
IDS_PROPMOVER_TXT_001615	
IDS_PROPMOVER_TXT_001616	Lycan Magician
IDS_PROPMOVER_TXT_001617	
IDS_PROPMOVER_TXT_001618	Lycan Warrior
IDS_PROPMOVER_TXT_001619	
IDS_PROPMOVER_TXT_001620	Barga
IDS_PROPMOVER_TXT_001621	
IDS_PROPMOVER_TXT_001622	Dumb Bull Matador
IDS_PROPMOVER_TXT_001623	
IDS_PROPMOVER_TXT_001624	Rampaging Dumb Bull
IDS_PROPMOVER_TXT_001625	
IDS_PROPMOVER_TXT_001626	Rudan
IDS_PROPMOVER_TXT_001627	
IDS_PROPMOVER_TXT_001628	Huntran
IDS_PROPMOVER_TXT_001629	
IDS_PROPMOVER_TXT_001630	Mioran
IDS_PROPMOVER_TXT_001631	
IDS_PROPMOVER_TXT_001632	Maran
IDS_PROPMOVER_TXT_001633	
IDS_PROPMOVER_TXT_001634	Kanran
IDS_PROPMOVER_TXT_001635	
IDS_PROPMOVER_TXT_001636	Rarbadan
IDS_PROPMOVER_TXT_001637	
IDS_PROPMOVER_TXT_001638	Lergantus
IDS_PROPMOVER_TXT_001639	
IDS_PROPMOVER_TXT_001640	Miriun
IDS_PROPMOVER_TXT_001641	
IDS_PROPMOVER_TXT_001642	Karan
IDS_PROPMOVER_TXT_001643	
IDS_PROPMOVER_TXT_001644	Kuran
IDS_PROPMOVER_TXT_001645	
IDS_PROPMOVER_TXT_001646	Heiran
IDS_PROPMOVER_TXT_001647	
IDS_PROPMOVER_TXT_001648	Aran
IDS_PROPMOVER_TXT_001649	
IDS_PROPMOVER_TXT_001650	Mauran
IDS_PROPMOVER_TXT_001651	
IDS_PROPMOVER_TXT_001652	Bato
IDS_PROPMOVER_TXT_001653	
IDS_PROPMOVER_TXT_001654	Merun
IDS_PROPMOVER_TXT_001655	
IDS_PROPMOVER_TXT_001656	Horan
IDS_PROPMOVER_TXT_001657	
IDS_PROPMOVER_TXT_001658	Rutam
IDS_PROPMOVER_TXT_001659	
IDS_PROPMOVER_TXT_001660	Raia
IDS_PROPMOVER_TXT_001661	
IDS_PROPMOVER_TXT_001662	Arvid
IDS_PROPMOVER_TXT_001663	
IDS_PROPMOVER_TXT_001664	Rodella
IDS_PROPMOVER_TXT_001665	
IDS_PROPMOVER_TXT_001666	Isabelle
IDS_PROPMOVER_TXT_001667	
IDS_PROPMOVER_TXT_001668	Huri
IDS_PROPMOVER_TXT_001669	
IDS_PROPMOVER_TXT_001670	Gelga
IDS_PROPMOVER_TXT_001671	
IDS_PROPMOVER_TXT_001672	Rene
IDS_PROPMOVER_TXT_001673	
IDS_PROPMOVER_TXT_001674	Horned Dinosaur
IDS_PROPMOVER_TXT_001675	
IDS_PROPMOVER_TXT_001676	Statue of Behemoth
IDS_PROPMOVER_TXT_001677	
IDS_PROPMOVER_TXT_001678	[Golden Weapon Coupon NPC] Romina
IDS_PROPMOVER_TXT_001679	
IDS_PROPMOVER_TXT_001680	Cheiran
IDS_PROPMOVER_TXT_001681	
IDS_PROPMOVER_TXT_001682	Karl
IDS_PROPMOVER_TXT_001683	
IDS_PROPMOVER_TXT_001684	Isillis
IDS_PROPMOVER_TXT_001685	
IDS_PROPMOVER_TXT_001686	Romen
IDS_PROPMOVER_TXT_001687	
IDS_PROPMOVER_TXT_001688	Emblum
IDS_PROPMOVER_TXT_001689	
IDS_PROPMOVER_TXT_001690	Branka
IDS_PROPMOVER_TXT_001691	
IDS_PROPMOVER_TXT_001692	Meran Guardian
IDS_PROPMOVER_TXT_001693	
IDS_PROPMOVER_TXT_001694	Muran Guardian
IDS_PROPMOVER_TXT_001695	
IDS_PROPMOVER_TXT_001696	Piyo
IDS_PROPMOVER_TXT_001697	
IDS_PROPMOVER_TXT_001698	Udi
IDS_PROPMOVER_TXT_001699	
IDS_PROPMOVER_TXT_001700	Fuzzy Sheep
IDS_PROPMOVER_TXT_001701	
IDS_PROPMOVER_TXT_001702	No Info
IDS_PROPMOVER_TXT_001703	
IDS_PROPMOVER_TXT_001704	Myorang
IDS_PROPMOVER_TXT_001705	
IDS_PROPMOVER_TXT_001706	Madame Tiasess
IDS_PROPMOVER_TXT_001707	
IDS_PROPMOVER_TXT_001708	Dropette
IDS_PROPMOVER_TXT_001709	
IDS_PROPMOVER_TXT_001710	Event Horrible Rangda
IDS_PROPMOVER_TXT_001711	
IDS_PROPMOVER_TXT_001712	Piñatabox
IDS_PROPMOVER_TXT_001713	Öffne diese feurige Piñata um eine Bead oder Mysterious Card Box zu erhalten.
IDS_PROPMOVER_TXT_001714	
IDS_PROPMOVER_TXT_001715	
IDS_PROPMOVER_TXT_001716	Naughty Chameleon
IDS_PROPMOVER_TXT_001717	
IDS_PROPMOVER_TXT_001718	Lichtmeister
IDS_PROPMOVER_TXT_001719	
IDS_PROPMOVER_TXT_001720	Schattenmeister
IDS_PROPMOVER_TXT_001721	
IDS_PROPMOVER_TXT_001722	[Guild House Manager] Loah
IDS_PROPMOVER_TXT_001723	
IDS_PROPMOVER_TXT_001724	[Guild Houser Manager] Troy
IDS_PROPMOVER_TXT_001725	
IDS_PROPMOVER_TXT_001726	
IDS_PROPMOVER_TXT_001727	
IDS_PROPMOVER_TXT_001728	Albert
IDS_PROPMOVER_TXT_001729	
IDS_PROPMOVER_TXT_001730	
IDS_PROPMOVER_TXT_001731	
IDS_PROPMOVER_TXT_001732	
IDS_PROPMOVER_TXT_001733	
IDS_PROPMOVER_TXT_001734	
IDS_PROPMOVER_TXT_001735	
IDS_PROPMOVER_TXT_001736	
IDS_PROPMOVER_TXT_001737	
IDS_PROPMOVER_TXT_001738	
IDS_PROPMOVER_TXT_001739	
IDS_PROPMOVER_TXT_001740	
IDS_PROPMOVER_TXT_001741	
IDS_PROPMOVER_TXT_001742	
IDS_PROPMOVER_TXT_001743	
IDS_PROPMOVER_TXT_001744	
IDS_PROPMOVER_TXT_001745	
IDS_PROPMOVER_TXT_001746	
IDS_PROPMOVER_TXT_001747	
IDS_PROPMOVER_TXT_001748	
IDS_PROPMOVER_TXT_001749	
IDS_PROPMOVER_TXT_001750	
IDS_PROPMOVER_TXT_001751	
IDS_PROPMOVER_TXT_001752	
IDS_PROPMOVER_TXT_001753	
IDS_PROPMOVER_TXT_001754	
IDS_PROPMOVER_TXT_001755	
IDS_PROPMOVER_TXT_001756	
IDS_PROPMOVER_TXT_001757	
IDS_PROPMOVER_TXT_001758	
IDS_PROPMOVER_TXT_001759	
IDS_PROPMOVER_TXT_001760	
IDS_PROPMOVER_TXT_001761	
IDS_PROPMOVER_TXT_001762	Dr. Ozwell
IDS_PROPMOVER_TXT_001763	
IDS_PROPMOVER_TXT_001764	
IDS_PROPMOVER_TXT_001765	
IDS_PROPMOVER_TXT_001766	
IDS_PROPMOVER_TXT_001767	
IDS_PROPMOVER_TXT_001768	
IDS_PROPMOVER_TXT_001769	
IDS_PROPMOVER_TXT_001770	
IDS_PROPMOVER_TXT_001771	
IDS_PROPMOVER_TXT_001772	
IDS_PROPMOVER_TXT_001773	
