IDS_PROPITEM_TXT_000000	Default
IDS_PROPITEM_TXT_011214	Red Powder
IDS_PROPITEM_TXT_011215	Spezieller Puder zur Offenbarung von Geheimtinte.
IDS_PROPITEM_TXT_011216	Jester Hat of Ivillis
IDS_PROPITEM_TXT_011217	Narrenkappe der gleichgültigen Schelmengöttin Ivillis. Beansprucht einen Rüstungsslot.
IDS_PROPITEM_TXT_011218	Jester Hat of Bubble
IDS_PROPITEM_TXT_011219	Narrenkappe des erleuchteten Schelmengottes Bubble. Beansprucht einen Rüstungsslot.
IDS_PROPITEM_TXT_011220	Jester Hat of Shade
IDS_PROPITEM_TXT_011221	Narrenkappe der zerstörerischen Schelmengöttin Shade. Beansprucht einen Rüstungsslot.
IDS_PROPITEM_TXT_011222	Mochikochi Box
IDS_PROPITEM_TXT_011223	
IDS_PROPITEM_TXT_011224	Beetlebot
IDS_PROPITEM_TXT_011225	Ein kleiner Roboter, der dir überall hin folgt und Gegenstände für dich aufsammelt.
IDS_PROPITEM_TXT_011226	PC zone??
IDS_PROPITEM_TXT_011227	
IDS_PROPITEM_TXT_011228	Feather of Grypos
IDS_PROPITEM_TXT_011229	Verbreitet einen verführerischen Duft, wichtiger Parfümstoff.
IDS_PROPITEM_TXT_011230	Strong Spine
IDS_PROPITEM_TXT_011231	Hilfreich beim Studium des Rückgrats
IDS_PROPITEM_TXT_011232	Powerful Spine
IDS_PROPITEM_TXT_011233	Knochenmaterial für die Herstellung mächtiger Waffen
IDS_PROPITEM_TXT_011234	Dark Magic Book
IDS_PROPITEM_TXT_011235	Verfügt über zerstörerische Kräfte
IDS_PROPITEM_TXT_011236	Magic Orb
IDS_PROPITEM_TXT_011237	Kristallkugel, die dunkle Magie birgt
IDS_PROPITEM_TXT_011238	Supreme Horn
IDS_PROPITEM_TXT_011239	Machthörner von Devos.
IDS_PROPITEM_TXT_011240	Wolf's Canine
IDS_PROPITEM_TXT_011241	Die Eckzähne eines Wolfs
IDS_PROPITEM_TXT_011242	Leather Piece
IDS_PROPITEM_TXT_011243	Teil der Lederrüstung der Gladios-Soldaten.
IDS_PROPITEM_TXT_011244	Skull Piece
IDS_PROPITEM_TXT_011245	Wird von Sparus-Soldaten getragen.
IDS_PROPITEM_TXT_011246	Magic Piece
IDS_PROPITEM_TXT_011247	Teil des Zauberstabs von Magos
IDS_PROPITEM_TXT_011248	Blade of Keen Sword
IDS_PROPITEM_TXT_011249	Schwertklinge der Peremptor-Soldaten.
IDS_PROPITEM_TXT_011250	Tool Box
IDS_PROPITEM_TXT_011251	Magischer Werkzeugkasten.
IDS_PROPITEM_TXT_011252	Horn of Power
IDS_PROPITEM_TXT_011253	Die Hörner symbolisieren die Macht des Principalis
IDS_PROPITEM_TXT_011254	Poison Fang
IDS_PROPITEM_TXT_011255	Giftzahn der Kobra
IDS_PROPITEM_TXT_011256	Cobra Skin
IDS_PROPITEM_TXT_011257	Schlangenhaut, aus der feinste Stoffe gemacht werden.
IDS_PROPITEM_TXT_011258	Soft Fur
IDS_PROPITEM_TXT_011259	Raccoonpelz, strahlt Wärme aus.
IDS_PROPITEM_TXT_011260	Blade of Two-Handed Sword
IDS_PROPITEM_TXT_011261	Zweihandschwert-Klinge der Raccoons
IDS_PROPITEM_TXT_011262	Gold Bracelet
IDS_PROPITEM_TXT_011263	Goldarmband, das von den Watanga Warrior getragen wird.
IDS_PROPITEM_TXT_011264	Mask of Shaman Watanga
IDS_PROPITEM_TXT_011265	Offenbart Verborgenes
IDS_PROPITEM_TXT_011266	Huge Heart
IDS_PROPITEM_TXT_011267	Herz des Oloccip. Kann Tote zum Leben erwecken.
IDS_PROPITEM_TXT_011268	Shiny Poison Fang
IDS_PROPITEM_TXT_011269	Giftzahn der Kobra
IDS_PROPITEM_TXT_011270	Shiny Cobra Skin
IDS_PROPITEM_TXT_011271	Schlangenhaut, aus der feinste Stoffe gemacht werden.
IDS_PROPITEM_TXT_011272	Shiny Soft Fur
IDS_PROPITEM_TXT_011273	Raccoonpelz, strahlt Wärme aus.
IDS_PROPITEM_TXT_011274	Shiny Blade of Two-Handed Sword
IDS_PROPITEM_TXT_011275	Zweihandschwert-Klinge der Raccoons
IDS_PROPITEM_TXT_011276	Shiny Gold Bracelet
IDS_PROPITEM_TXT_011277	Goldarmband, das von den Watanga Warrior getragen wird.
IDS_PROPITEM_TXT_011278	Shiny Mask of Watanga
IDS_PROPITEM_TXT_011279	Offenbart Verborgenes
IDS_PROPITEM_TXT_011280	Shiny Huge Heart
IDS_PROPITEM_TXT_011281	Herz des Oloccip. Kann Tote zum Leben erwecken.
IDS_PROPITEM_TXT_011282	Guild Bed
IDS_PROPITEM_TXT_011283	THis is for test.
IDS_PROPITEM_TXT_011284	Guild Table
IDS_PROPITEM_TXT_011285	THis is for test.
IDS_PROPITEM_TXT_011286	Garlic
IDS_PROPITEM_TXT_011287	Knoblauch, wehrt Vampire ab.
IDS_PROPITEM_TXT_011288	Blessed Cross
IDS_PROPITEM_TXT_011289	Ein heiliges Kreuz, wehrt Vampire ab.
IDS_PROPITEM_TXT_011290	Van Harlen Necklace
IDS_PROPITEM_TXT_011291	Eine geweihte Kette, die vor Vampirangriffen schützt.
IDS_PROPITEM_TXT_011292	Alchemy Box
IDS_PROPITEM_TXT_011293	Beinhaltet wertvolle und nützliche Gegenstände, um gegen die Kreaturen der Nacht anzukämpfen.
IDS_PROPITEM_TXT_011294	Rays and Clouds Cloak
IDS_PROPITEM_TXT_011295	Designed by '_chichobits' for the FlyFF Cloak Design Contest in October 2009.
IDS_PROPITEM_TXT_011296	Double Dragon Cloak
IDS_PROPITEM_TXT_011297	Designed by 'xelizxx' for the FlyFF Cloak Design Contest in October 2009.
IDS_PROPITEM_TXT_011298	Yin-Yang Cloak
IDS_PROPITEM_TXT_011299	Designed by '_admin' for the FlyFF Cloak Design Contest in October 2009.
IDS_PROPITEM_TXT_011300	Verbindung zwischen Mentor und Schüler (Lvl 1)
IDS_PROPITEM_TXT_011301	
IDS_PROPITEM_TXT_011302	Verbindung zwischen Mentor und Schüler (Lvl 2)
IDS_PROPITEM_TXT_011303	
IDS_PROPITEM_TXT_011304	Verbindung zwischen Mentor und Schüler (Lvl 3)
IDS_PROPITEM_TXT_011305	
IDS_PROPITEM_TXT_011306	Teleporter Ticket Basic (7 Tage)
IDS_PROPITEM_TXT_011307	Teleportiert dich zu den Städten und Lagern.
IDS_PROPITEM_TXT_011308	Crimson Butterfly Wings
IDS_PROPITEM_TXT_011309	Schmetterlingsflügel in prächtigen Rotschattierungen
IDS_PROPITEM_TXT_011310	Alabaster Butterfly Wings
IDS_PROPITEM_TXT_011311	Schmetterlingsflügel in dezenten Alabastertönen
IDS_PROPITEM_TXT_011312	Indigo Butterfly Wings
IDS_PROPITEM_TXT_011313	Schmetterlingsflügel in leuchtenden Azurtönen
IDS_PROPITEM_TXT_011314	Translucent Butterfly Wings
IDS_PROPITEM_TXT_011315	Zart-transparente Schmetterlingsflügel
IDS_PROPITEM_TXT_011316	Translucent Dragonfly Wings
IDS_PROPITEM_TXT_011317	Zart-transparente Libellenflügel
IDS_PROPITEM_TXT_011318	Bead of Spell Maximizing Lvl 1 (1 Std)
IDS_PROPITEM_TXT_011319	In Verbindung mit einem Buffpet wird deine Magie um 2% beschleunigt
IDS_PROPITEM_TXT_011320	Bead of Short Range Block Lvl 1 (1 Std)
IDS_PROPITEM_TXT_011321	In Verbindung mit einem Buffpet wird deine Nahkampfabwehr um +3% erhöht
IDS_PROPITEM_TXT_011322	Bead of Long Range Block Lvl 1 (1 Std)
IDS_PROPITEM_TXT_011323	In Verbindung mit einem Buffpet wird deine Fernkampfabwehr um +3% erhöht
IDS_PROPITEM_TXT_011324	Bead of Hit Lvl 1 (1 Std)
IDS_PROPITEM_TXT_011325	In Verbindung mit einem Buffpet wird deine kritische Trefferrate um 3% erhöht
IDS_PROPITEM_TXT_011326	Bead of Wind Lvl 1 (1 Std)
IDS_PROPITEM_TXT_011327	In Verbindung mit einem Buffpet wird dein Bewegungstempo um 13% erhöht
IDS_PROPITEM_TXT_011328	Bead of Sharpness Lvl 1 (1 Std)
IDS_PROPITEM_TXT_011329	In Verbindung mit einem Buffpet wird deine Treffsicherheit um 3% erhöht
IDS_PROPITEM_TXT_011330	Bead of Speedy Hand Lvl 1 (1 Std)
IDS_PROPITEM_TXT_011331	In Verbindung mit einem Buffpet wird dein Angriffstempo um 7% erhöht
IDS_PROPITEM_TXT_011332	Bead of Attack Lvl 1 (1 Std)
IDS_PROPITEM_TXT_011333	In Verbindung mit einem Buffpet wird deine Angriffskraft um 20 erhöht
IDS_PROPITEM_TXT_011334	Bead of Defense Lvl 1 (1 Std)
IDS_PROPITEM_TXT_011335	In Verbindung mit einem Buffpet wird deine Verteidigung um 20 erhöht
IDS_PROPITEM_TXT_011336	Bead of Magic Attack Lvl 1 (1 Std)
IDS_PROPITEM_TXT_011337	In Verbindung mit einem Buffpet wird dein Magieschaden um 20 erhöht
IDS_PROPITEM_TXT_011338	Bead of Evasion Lvl 1 (1 Std)
IDS_PROPITEM_TXT_011339	In Verbindung mit einem Buffpet wird deine Ausweichchance um 2% erhöht
IDS_PROPITEM_TXT_011340	Bead of Blessing Lvl 1 (1 Std)
IDS_PROPITEM_TXT_011341	In Verbindung mit einem Buffpet wird deine HP um 50 erhöht
IDS_PROPITEM_TXT_011342	Bead of Vampire (Lvl 1)
IDS_PROPITEM_TXT_011343	In Verbindung mit einem Buffpet wird deine HP, bei einem PK, um 30 aufgefüllt
IDS_PROPITEM_TXT_011344	Bead of STR Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011345	In Verbindung mit einem Buffpet wird dein STR um 7 erhöht.
IDS_PROPITEM_TXT_011346	Bead of DEX Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011347	In Verbindung mit einem Buffpet wird dein DEX um 7 erhöht.
IDS_PROPITEM_TXT_011348	Bead of INT Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011349	In Verbindung mit einem Buffpet wird dein INT um 7 erhöht.
IDS_PROPITEM_TXT_011350	Bead of STA Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011351	In Verbindung mit einem Buffpet wird dein STA um 7 erhöht.
IDS_PROPITEM_TXT_011352	Bead of Additional Damage Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011353	In Verbindung mit einem Buffpet wird dein Schaden um 150 erhöht.
IDS_PROPITEM_TXT_011354	Bead of Speedy Thought Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011355	In Verbindung mit einem Buffpet wird deine Magie um 7% beschleunigt.
IDS_PROPITEM_TXT_011356	Bead of Spell Maximizing Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011357	In Verbindung mit einem Buffpet wird deine Magie um 4% beschleunigt.
IDS_PROPITEM_TXT_011358	Bead of Short Range Block Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011359	In Verbindung mit einem Buffpet wird deine Nahkampfabwehr um +7% erhöht.
IDS_PROPITEM_TXT_011360	Bead of Long Range Block Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011361	In Verbindung mit einem Buffpet wird deine Fernkampfabwehr um +7% erhöht.
IDS_PROPITEM_TXT_011362	Bead of Hit Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011363	In Verbindung mit einem Buffpet wird deine Treffsicherheit um 7% erhöht.
IDS_PROPITEM_TXT_011364	Bead of Agility Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011365	In Verbindung mit einem Buffpet wird der Schaden deiner kritischen Treffer um 7% erhöht.
IDS_PROPITEM_TXT_011366	Bead of Wind Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011367	In Verbindung mit einem Buffpet wird dein Bewegungstempo um 17% erhöht.
IDS_PROPITEM_TXT_011368	Bead of Sharpness Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011369	In Verbindung mit einem Buffpet wird deine kritische Trefferrate um 7% erhöht..
IDS_PROPITEM_TXT_011370	Bead of Speedy Hand Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011371	In Verbindung mit einem Buffpet wird dein Angriffstempo um 11% erhöht.
IDS_PROPITEM_TXT_011372	Bead of Attack Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011373	In Verbindung mit einem Buffpet wird deine Angriffskraft um 60 erhöht.
IDS_PROPITEM_TXT_011374	Bead of Defense Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011375	In Verbindung mit einem Buffpet wird deine Verteidigung um 60 erhöht.
IDS_PROPITEM_TXT_011376	Bead of Magic Attack Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011377	In Verbindung mit einem Buffpet wird dein Magieschaden um 60 erhöht.
IDS_PROPITEM_TXT_011378	Bead of Evasion Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011379	In Verbindung mit einem Buffpet wird deine Ausweichchance um 5% erhöht.
IDS_PROPITEM_TXT_011380	Bead of Blessing Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011381	In Verbindung mit einem Buffpet wird deine HP um 10% erhöht.
IDS_PROPITEM_TXT_011382	Bead of Vampire Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011383	In Verbindung mit einem Buffpet wird deine HP, bei einem PK, um 70 aufgefüllt.
IDS_PROPITEM_TXT_011384	Bead of Hunter Lvl 2 (3 Tage)
IDS_PROPITEM_TXT_011385	In Verbindung mit einem Buffpet wird dein Schaden um 3% erhöht
IDS_PROPITEM_TXT_011386	Bead of Warrior Lvl 3 (7 Tage)
IDS_PROPITEM_TXT_011387	In Verbindung mit einem Buffpet wird dein Angriffskraft um 3% und dein Angriffstempo um 9% erhöht
IDS_PROPITEM_TXT_011388	Bead of Knight Lvl 3 (7 Tage)
IDS_PROPITEM_TXT_011389	In Verbindung mit einem Buffpet wird deine Verteidigung um 5% und deine HP um 8% erhöht
IDS_PROPITEM_TXT_011390	Bead of Bubble Lvl 3 (7 Tage)
IDS_PROPITEM_TXT_011391	In Verbindung mit einem Buffpet wird deine Angriffskraft um 2% und deine Verteidigung um 2% erhöht
IDS_PROPITEM_TXT_011392	Bead of Shade Lvl 3 (7 Tage)
IDS_PROPITEM_TXT_011393	In Verbindung mit einem Buffpet wird deine Treffsicherheit um 5% und deine Angriffstempo um 9% erhöht
IDS_PROPITEM_TXT_011394	Bead of Ivillis Lvl 3 (7 Tage)
IDS_PROPITEM_TXT_011395	In Verbindung mit einem Buffpet wird deine kritischer Schaden um 5% und deine kritische Trefferrate um 5% erhöht
IDS_PROPITEM_TXT_011396	Jubiläumsboard
IDS_PROPITEM_TXT_011397	Das Flugboard zum dreijährigen Jubiläum von Flyff in deutscher Sprache.
IDS_PROPITEM_TXT_011398	Jubiläumsboard Box (7 Tage)
IDS_PROPITEM_TXT_011399	Beinhaltet ein auf 7 Tage begrenztes Jubiläumsboard.
IDS_PROPITEM_TXT_011400	Medal of Friendship
IDS_PROPITEM_TXT_011401	Eine Medaille der Freundschaft. Gib eine davon an denjenigen, der dir in Flyff am meisten bedeutet.
IDS_PROPITEM_TXT_011402	Lucky Box (Insect Wings)
IDS_PROPITEM_TXT_011403	You can get one of the 30-day insect wings
IDS_PROPITEM_TXT_011404	Razer(U.S))
IDS_PROPITEM_TXT_011405	
IDS_PROPITEM_TXT_011406	Restat (Event)
IDS_PROPITEM_TXT_011407	
IDS_PROPITEM_TXT_011408	Guild Bed(LV2)
IDS_PROPITEM_TXT_011409	Bed for test
IDS_PROPITEM_TXT_011410	Guild house floor(Test)
IDS_PROPITEM_TXT_011411	Floor for Guild house only
IDS_PROPITEM_TXT_011412	Guild house wallpaper(Test)
IDS_PROPITEM_TXT_011413	Wallpaper for Guild house only
IDS_PROPITEM_TXT_011414	Furniture of Rest
IDS_PROPITEM_TXT_011415	When installed, power of rest increase.
IDS_PROPITEM_TXT_011416	Guild Sofa(LV1)
IDS_PROPITEM_TXT_011417	Guild Sofa for test
IDS_PROPITEM_TXT_011418	Guild Desk(LV1)
IDS_PROPITEM_TXT_011419	Guild Desk for test
IDS_PROPITEM_TXT_011420	Guild Chair(LV1)
IDS_PROPITEM_TXT_011421	Guild Chair for test
IDS_PROPITEM_TXT_011422	Guild Bookshelf(LV1)
IDS_PROPITEM_TXT_011423	Guild Bookshelf for test
IDS_PROPITEM_TXT_011424	Guild Dresser(LV1)
IDS_PROPITEM_TXT_011425	Guild Dresser for test
IDS_PROPITEM_TXT_011426	Guild Closet(LV1)
IDS_PROPITEM_TXT_011427	Guild Closet for test
IDS_PROPITEM_TXT_011428	Guild Bathtub(LV1)
IDS_PROPITEM_TXT_011429	Guild Bathtub for test
IDS_PROPITEM_TXT_011430	Guild Table(LV1)
IDS_PROPITEM_TXT_011431	Guild Table for test
IDS_PROPITEM_TXT_011432	Luzaka's Sword
IDS_PROPITEM_TXT_011433	
IDS_PROPITEM_TXT_011434	Luzaka's Axe
IDS_PROPITEM_TXT_011435	
IDS_PROPITEM_TXT_011436	Luzaka's Big Sword
IDS_PROPITEM_TXT_011437	
IDS_PROPITEM_TXT_011438	Luzaka's Big Axe
IDS_PROPITEM_TXT_011439	
IDS_PROPITEM_TXT_011440	Luzaka's Knuckle
IDS_PROPITEM_TXT_011441	
IDS_PROPITEM_TXT_011442	Luzaka's Stick
IDS_PROPITEM_TXT_011443	
IDS_PROPITEM_TXT_011444	Luzaka's Wand
IDS_PROPITEM_TXT_011445	
IDS_PROPITEM_TXT_011446	Luzaka's Staff
IDS_PROPITEM_TXT_011447	
IDS_PROPITEM_TXT_011448	Luzaka's Bow
IDS_PROPITEM_TXT_011449	
IDS_PROPITEM_TXT_011450	Luzaka's Yoyo
IDS_PROPITEM_TXT_011451	
IDS_PROPITEM_TXT_011452	Luzaka's Crystal Sword
IDS_PROPITEM_TXT_011453	
IDS_PROPITEM_TXT_011454	Luzaka's Crystal Axe
IDS_PROPITEM_TXT_011455	
IDS_PROPITEM_TXT_011456	Luzaka's Crystal Big Sword
IDS_PROPITEM_TXT_011457	
IDS_PROPITEM_TXT_011458	Luzaka's Crystal Big Axe
IDS_PROPITEM_TXT_011459	
IDS_PROPITEM_TXT_011460	Luzaka's Crystal Knuckle
IDS_PROPITEM_TXT_011461	
IDS_PROPITEM_TXT_011462	Luzaka's Crystal Stick
IDS_PROPITEM_TXT_011463	
IDS_PROPITEM_TXT_011464	Luzaka's Crystal Wand
IDS_PROPITEM_TXT_011465	
IDS_PROPITEM_TXT_011466	Luzaka's Crystal Staff
IDS_PROPITEM_TXT_011467	
IDS_PROPITEM_TXT_011468	Luzaka's Crystal Bow
IDS_PROPITEM_TXT_011469	
IDS_PROPITEM_TXT_011470	Luzaka's Crystal Yoyo
IDS_PROPITEM_TXT_011471	
IDS_PROPITEM_TXT_011472	Elegant Wing Box
IDS_PROPITEM_TXT_011473	The truly lucky will open this box and receive Elegant Wings! Don't worry if you are not one of the lucky ones, there is some other good stuff inside as well.
IDS_PROPITEM_TXT_011474	Scroll of Guild House (Teleport)
IDS_PROPITEM_TXT_011475	Verschafft von überall her Zutritt zum Gildenhaus.
IDS_PROPITEM_TXT_011476	Heart Stick
IDS_PROPITEM_TXT_011477	It can be used for any types of purposes.
IDS_PROPITEM_TXT_011478	Christmas Box (Blue)
IDS_PROPITEM_TXT_011479	Was hier wohl drin ist?
IDS_PROPITEM_TXT_011480	Christmas Box (Red)
IDS_PROPITEM_TXT_011481	Was hier wohl drin ist?
IDS_PROPITEM_TXT_011482	Bee Wax
IDS_PROPITEM_TXT_011483	Bienenwachs für die Weihnachtsdekoration.
IDS_PROPITEM_TXT_011484	Glass Shard
IDS_PROPITEM_TXT_011485	Ein Stück Glas für die Weihnachtsdekoration.
IDS_PROPITEM_TXT_011486	Christmas Medal
IDS_PROPITEM_TXT_011487	Eine Christmas Medal zum Eintauschen für Belohnungen.
IDS_PROPITEM_TXT_011488	Cotton Rope
IDS_PROPITEM_TXT_011489	Ein Seil aus Baumwolle für die Weihnachtsdekoration.
IDS_PROPITEM_TXT_011490	Granulate
IDS_PROPITEM_TXT_011491	Granulat für den magischen Dünger.
IDS_PROPITEM_TXT_011492	Earth
IDS_PROPITEM_TXT_011493	Erde für den magischen Dünger.
IDS_PROPITEM_TXT_011494	Water
IDS_PROPITEM_TXT_011495	Wasser für den magischen Dünger.
IDS_PROPITEM_TXT_011496	Christmas Cake
IDS_PROPITEM_TXT_011497	Weihnachtskuchen, der den Angriff für 20 Minuten um 10% erhöht.
IDS_PROPITEM_TXT_011498	Ginger Bread
IDS_PROPITEM_TXT_011499	Lebkuchen, der die HP für 15 Minuten um 25% erhöht.
IDS_PROPITEM_TXT_011500	Vanilla Cake
IDS_PROPITEM_TXT_011501	Nahrung mit 9999 HP Regeneration
IDS_PROPITEM_TXT_011502	Christmas Tea
IDS_PROPITEM_TXT_011503	Gleicher Effekt wie bei 'Activation' (der Charakter kann 10 Minuten lang seine Skills ohne Verzögerung einsetzen).
IDS_PROPITEM_TXT_011504	Christmas Tree
IDS_PROPITEM_TXT_011505	Ein Weihnachtsbaum.
IDS_PROPITEM_TXT_011506	Guild Teleporter Ticket Lv 2 (7 Tage)
IDS_PROPITEM_TXT_011507	Teleportiert dich zu den wichtigsten Orten in Madrigal.
IDS_PROPITEM_TXT_011508	Dryad Knight Helmet (M)
IDS_PROPITEM_TXT_011509	
IDS_PROPITEM_TXT_011510	Dryad Knight Helmet (F)
IDS_PROPITEM_TXT_011511	
IDS_PROPITEM_TXT_011512	Dryad Blade Helmet (M)
IDS_PROPITEM_TXT_011513	
IDS_PROPITEM_TXT_011514	Dryad Blade Helmet (F)
IDS_PROPITEM_TXT_011515	
IDS_PROPITEM_TXT_011516	Dryad Jester Helmet (M)
IDS_PROPITEM_TXT_011517	
IDS_PROPITEM_TXT_011518	Dryad Jester Helmet (F)
IDS_PROPITEM_TXT_011519	
IDS_PROPITEM_TXT_011520	Dryad Ranger Helmet (M)
IDS_PROPITEM_TXT_011521	
IDS_PROPITEM_TXT_011522	Dryad Ranger Helmet (F)
IDS_PROPITEM_TXT_011523	
IDS_PROPITEM_TXT_011524	Dryad Ringmaster Helmet (M)
IDS_PROPITEM_TXT_011525	
IDS_PROPITEM_TXT_011526	Dryad Ringmaster Helmet (F)
IDS_PROPITEM_TXT_011527	
IDS_PROPITEM_TXT_011528	Dryad Billposter Helmet (M)
IDS_PROPITEM_TXT_011529	
IDS_PROPITEM_TXT_011530	Dryad Billposter Helmet (F)
IDS_PROPITEM_TXT_011531	
IDS_PROPITEM_TXT_011532	Dryad Psykeeper Helmet (M)
IDS_PROPITEM_TXT_011533	
IDS_PROPITEM_TXT_011534	Dryad Psykeeper Helmet (F)
IDS_PROPITEM_TXT_011535	
IDS_PROPITEM_TXT_011536	Dryad Elementor Helmet (M)
IDS_PROPITEM_TXT_011537	
IDS_PROPITEM_TXT_011538	Dryad Elementor Helmet (F)
IDS_PROPITEM_TXT_011539	
IDS_PROPITEM_TXT_011540	Dryad Knight Suit (M)
IDS_PROPITEM_TXT_011541	
IDS_PROPITEM_TXT_011542	Dryad Knight Suit (F)
IDS_PROPITEM_TXT_011543	
IDS_PROPITEM_TXT_011544	Dryad Blade Suit (M)
IDS_PROPITEM_TXT_011545	
IDS_PROPITEM_TXT_011546	Dryad Blade Suit (F)
IDS_PROPITEM_TXT_011547	
IDS_PROPITEM_TXT_011548	Dryad Jester Suit (M)
IDS_PROPITEM_TXT_011549	
IDS_PROPITEM_TXT_011550	Dryad Jester Suit (F)
IDS_PROPITEM_TXT_011551	
IDS_PROPITEM_TXT_011552	Dryad Ranger Suit (M)
IDS_PROPITEM_TXT_011553	
IDS_PROPITEM_TXT_011554	Dryad Ranger Suit (F)
IDS_PROPITEM_TXT_011555	
IDS_PROPITEM_TXT_011556	Dryad Ringmaster Suit (M)
IDS_PROPITEM_TXT_011557	
IDS_PROPITEM_TXT_011558	Dryad Ringmaster Suit (F)
IDS_PROPITEM_TXT_011559	
IDS_PROPITEM_TXT_011560	Dryad Billposter Suit (M)
IDS_PROPITEM_TXT_011561	
IDS_PROPITEM_TXT_011562	Dryad Billposter Suit (F)
IDS_PROPITEM_TXT_011563	
IDS_PROPITEM_TXT_011564	Dryad Psykeeper Suit (M)
IDS_PROPITEM_TXT_011565	
IDS_PROPITEM_TXT_011566	Dryad Psykeeper Suit (F)
IDS_PROPITEM_TXT_011567	
IDS_PROPITEM_TXT_011568	Dryad Elementor Suit (M)
IDS_PROPITEM_TXT_011569	
IDS_PROPITEM_TXT_011570	Dryad Elementor Suit (F)
IDS_PROPITEM_TXT_011571	
IDS_PROPITEM_TXT_011572	Dryad Knight Gauntlet (M)
IDS_PROPITEM_TXT_011573	
IDS_PROPITEM_TXT_011574	Dryad Knight Gauntlet (F)
IDS_PROPITEM_TXT_011575	
IDS_PROPITEM_TXT_011576	Dryad Blade Gauntlet (M)
IDS_PROPITEM_TXT_011577	
IDS_PROPITEM_TXT_011578	Dryad Blade Gauntlet (F)
IDS_PROPITEM_TXT_011579	
IDS_PROPITEM_TXT_011580	Dryad Jester Gauntlet (M)
IDS_PROPITEM_TXT_011581	
IDS_PROPITEM_TXT_011582	Dryad Jester Gauntlet (F)
IDS_PROPITEM_TXT_011583	
IDS_PROPITEM_TXT_011584	Dryad Ranger Gauntlet (M)
IDS_PROPITEM_TXT_011585	
IDS_PROPITEM_TXT_011586	Dryad Ranger Gauntlet (F)
IDS_PROPITEM_TXT_011587	
IDS_PROPITEM_TXT_011588	Dryad Ringmaster Gauntlet (M)
IDS_PROPITEM_TXT_011589	
IDS_PROPITEM_TXT_011590	Dryad Ringmaster Gauntlet (F)
IDS_PROPITEM_TXT_011591	
IDS_PROPITEM_TXT_011592	Dryad Billposter Gauntlet (M)
IDS_PROPITEM_TXT_011593	
IDS_PROPITEM_TXT_011594	Dryad Billposter Gauntlet (F)
IDS_PROPITEM_TXT_011595	
IDS_PROPITEM_TXT_011596	Dryad Psykeeper Gauntlet (M)
IDS_PROPITEM_TXT_011597	
IDS_PROPITEM_TXT_011598	Dryad Psykeeper Gauntlet (F)
IDS_PROPITEM_TXT_011599	
IDS_PROPITEM_TXT_011600	Dryad Elementor Gauntlet (M)
IDS_PROPITEM_TXT_011601	
IDS_PROPITEM_TXT_011602	Dryad Elementor Gauntlet (F)
IDS_PROPITEM_TXT_011603	
IDS_PROPITEM_TXT_011604	Dryad Knight Boots (M)
IDS_PROPITEM_TXT_011605	
IDS_PROPITEM_TXT_011606	Dryad Knight Boots (F)
IDS_PROPITEM_TXT_011607	
IDS_PROPITEM_TXT_011608	Dryad Blade Boots (M)
IDS_PROPITEM_TXT_011609	
IDS_PROPITEM_TXT_011610	Dryad Blade Boots (F)
IDS_PROPITEM_TXT_011611	
IDS_PROPITEM_TXT_011612	Dryad Jester Boots (M)
IDS_PROPITEM_TXT_011613	
IDS_PROPITEM_TXT_011614	Dryad Jester Boots (F)
IDS_PROPITEM_TXT_011615	
IDS_PROPITEM_TXT_011616	Dryad Ranger Boots (M)
IDS_PROPITEM_TXT_011617	
IDS_PROPITEM_TXT_011618	Dryad Ranger Boots (F)
IDS_PROPITEM_TXT_011619	
IDS_PROPITEM_TXT_011620	Dryad Ringmaster Boots (M)
IDS_PROPITEM_TXT_011621	
IDS_PROPITEM_TXT_011622	Dryad Ringmaster Boots (F)
IDS_PROPITEM_TXT_011623	
IDS_PROPITEM_TXT_011624	Dryad Billposter Boots (M)
IDS_PROPITEM_TXT_011625	
IDS_PROPITEM_TXT_011626	Dryad Billposter Boots (F)
IDS_PROPITEM_TXT_011627	
IDS_PROPITEM_TXT_011628	Dryad Psykeeper Boots (M)
IDS_PROPITEM_TXT_011629	
IDS_PROPITEM_TXT_011630	Dryad Psykeeper Boots (F)
IDS_PROPITEM_TXT_011631	
