// 몬스터ID는 몬스터 디파인 명을 입력한다.,,,,,,,,,,,,,,
// 골드 대표확률은 페냐 자체가 드랍될 확률을 입력한다.,,,,,,,,,,,,,,
// 최소 골드와 최대 골드는 드랍된 페냐의 수치 범위를 설정,,,,,,,,,,,,,,
// 대표 확률 이름은 아이템 종류에 따라 WEAPON ARMOR MATERIAL QUEST ACCESSORY ETC RARE 를 사용하며 ETC RARE는 아이템 속성의 ITEMKIND 제약이 없지만 나머지는 제약이 있다. 해당 내용은 몬스터 분배시스템 개편 기획서를 참조. RARE의 경우 극단 스킬의 포춘서클(유니크 아이템 드랍률 2배)를 적용 받는다.,,,,,,,,,,,,,,
// 대표 확률 이름은 하나의 아이템 그룹을 설정한다. 예를 들어 아이바트1의 II_SYS_SYS_QUE_SAIBATTWING ~II_SYS_SYS_QUE_GRPFLARIS 는 E23열의 QUEST에 속하며 대표확률 굴림에 성공하면 그룹 안의 아이템 중 1개가 드롭된다. ,,,,,,,,,,,,,,
// 대표확률은 1~ 10000 을 입력한다. 10000 = 100.00% 이다.,,,,,,,,,,,,,,
// 아이템ID는 드랍할 아이템의 define 명을 입력한다. 드롭 아이템 그룹은 가장 위에 있는 대표확률 이름에 속한다.,,,,,,,,,,,,,,
// 확률은 1~10000을 입력하되 하나의 대표확률 이름에 속한 드롭 아이템 그룹의 확률 총합이 10000 이 되어야 한다.,,,,,,,,,,,,,,
// 드롭아이템의 최소 최대는 아이템이 드롭될 개수의 범위를 지정한다. 같게 할 경우 고정 값이 된다.,,,,,,,,,,,,,,
// 퀘스트 ID의 경우 QUEST 그룹에서만 사용할 수 있으며 definequest 에 정의된 퀘스트 명을 입력한다.,,,,,,,,,,,,,,
// 한 몬스터에 한 분류를 여러 개 중복하여 입력가능하며 내용물의 개수에는 제약이 없다. (거대 툼스톤 베어러의 경우 ETC가 두개 들어가있음),,,,,,,,,,,,,,
// 사용 예) MI_AIBATT1 의 II_SYS_SYS_EVE_FLOWER는 50% 확률로 설정된 QUEST 대표 분류가 성공한 다음 확률에 설정된 내부 굴림에서 25% 확률로 드롭이 결정되며 QUEST_VALENTINE라는 퀘스트가 진행중이여야만 1개 드롭된다.,,,,,,,,,,,,,,
// 그러므로 실질적인 II_SYS_SYS_EVE_FLOWER의 드롭확률은 QUEST_VALENTINE 를 캐릭가 진행중일때 12.5% 이다.,,,,,,,,,,,,,,
//몬스터ID,골드 대표확률,최소 골드,최대 골드,대표 확률 이름,대표 확률10000,아이템ID,확률10000,아이템 드랍 개수 최소,아이템 드랍 개수 최대,퀘스트ID,,,,
//dwMonsterID,dwGoldMainProb,dwGoldMin,dwGoldMax,szMainProbName,dwMainProb,dwItemID,dwProb,dwItemCountMin,dwItemCountMax,nQuestID,,,,
-,-,-,-,-,-,II_ARM_M_RIN_BOOTS_SET_21,157,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RIN_BOOTS_SET_21,157,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BIL_BOOTS_SET_24,157,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BIL_BOOTS_SET_24,157,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_PSY_BOOTS_SET_27,157,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_PSY_BOOTS_SET_27,157,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ELE_BOOTS_SET_30,157,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ELE_BOOTS_SET_30,157,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_KIN_HELMET_SET_09,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_KIN_HELMET_SET_09,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BLA_HELMET_SET_12,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BLA_HELMET_SET_12,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_JST_HELMET_SET_15,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_JST_HELMET_SET_15,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RAG_HELMET_SET_18,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RAG_HELMET_SET_18,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RIN_HELMET_SET_21,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RIN_HELMET_SET_21,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BIL_HELMET_SET_24,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BIL_HELMET_SET_24,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_PSY_HELMET_SET_27,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_PSY_HELMET_SET_27,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ELE_HELMET_SET_30,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ELE_HELMET_SET_30,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_KIN_GAUNTLET_SET_09,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_KIN_GAUNTLET_SET_09,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BLA_GAUNTLET_SET_12,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BLA_GAUNTLET_SET_12,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_JST_GAUNTLET_SET_15,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_JST_GAUNTLET_SET_15,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RAG_GAUNTLET_SET_18,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RAG_GAUNTLET_SET_18,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RIN_GAUNTLET_SET_21,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RIN_GAUNTLET_SET_21,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BIL_GAUNTLET_SET_24,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BIL_GAUNTLET_SET_24,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_PSY_GAUNTLET_SET_27,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_PSY_GAUNTLET_SET_27,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ELE_GAUNTLET_SET_30,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ELE_GAUNTLET_SET_30,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_KIN_SUIT_SET_09,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_KIN_SUIT_SET_09,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BLA_SUIT_SET_12,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BLA_SUIT_SET_12,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_JST_SUIT_SET_15,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_JST_SUIT_SET_15,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RAG_SUIT_SET_18,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RAG_SUIT_SET_18,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RIN_SUIT_SET_21,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RIN_SUIT_SET_21,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BIL_SUIT_SET_24,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BIL_SUIT_SET_24,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_PSY_SUIT_SET_27,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_PSY_SUIT_SET_27,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ELE_SUIT_SET_30,156,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ELE_SUIT_SET_30,156,1,1,-,,,,
-,-,-,-,ACCESSORY,250,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_JEW_RIN_INTRING,5000,1,1,-,,,,
-,-,-,-,-,-,II_GEN_JEW_RIN_STRRING,5000,1,1,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,3333,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,3333,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_GRPDARKON,3334,1,1,QUEST_JAPEVE_BOZDA,,,,
-,-,-,-,MATERIAL,50,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_MAT_ELE_DESERT,3333,2,2,-,,,,
-,-,-,-,-,-,II_GEN_MAT_ORICHALCUM01,3333,1,1,-,,,,
-,-,-,-,-,-,II_GEN_MAT_MOONSTONE,3334,1,1,-,,,,
-,-,-,-,ETC,10000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_RNAMOND,2000,2,2,-,,,,
-,-,-,-,-,-,II_GEN_POT_DRI_VITAL800,2000,1,1,-,,,,
-,-,-,-,-,-,II_GEN_REF_REF_EIGHTH,2000,1,1,-,,,,
-,-,-,-,-,-,II_GEN_FOO_ICE_ICECREAMCAKE,2000,3,3,-,,,,
-,-,-,-,-,-,II_GEN_FOO_COO_STEAMEDSEAFOOD,2000,2,2,-,,,,
MI_GLAPHAN1,5000,537,1022,-,-,-,-,-,-,-,,,,
-,-,-,-,ETC,1250,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_PHANBUBLE,10000,1,1,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,3333,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,3333,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_GRPDARKON,3334,1,1,QUEST_JAPEVE_BOZDA,,,,
MI_GLAPHAN2,5000,603,1077,-,-,-,-,-,-,-,,,,
-,-,-,-,ETC,1250,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_PHANBUBLE,10000,1,1,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,3333,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,3333,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_GRPDARKON,3334,1,1,QUEST_JAPEVE_BOZDA,,,,
MI_GLAPHAN3,5000,622,1075,-,-,-,-,-,-,-,,,,
-,-,-,-,ETC,1250,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_PHANBUBLE,10000,1,1,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,3333,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,3333,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_GRPDARKON,3334,1,1,QUEST_JAPEVE_BOZDA,,,,
MI_GLAPHAN4,10000,53500,107000,-,-,-,-,-,-,-,,,,
-,-,-,-,ETC,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_SCR_UNIQCHIP_ANGEL,10000,1,1,-,,,,
-,-,-,-,RARE,150,-,-,-,-,-,,,,
-,-,-,-,-,-,II_WEA_SWO_LEAGENDG,1000,1,1,-,,,,
-,-,-,-,-,-,II_WEA_SWT_LEAGENDG,1000,1,1,-,,,,
-,-,-,-,-,-,II_WEA_AXE_LEAGENDG,1000,1,1,-,,,,
-,-,-,-,-,-,II_WEA_AXT_LEAGENDG,1000,1,1,-,,,,
-,-,-,-,-,-,II_WEA_KNU_LEAGENDG,1000,1,1,-,,,,
-,-,-,-,-,-,II_WEA_CHE_LEAGENDG,1000,1,1,-,,,,
-,-,-,-,-,-,II_WEA_WAN_LEAGENDG,1000,1,1,-,,,,
-,-,-,-,-,-,II_WEA_STA_LEAGENDG,1000,1,1,-,,,,
-,-,-,-,-,-,II_WEA_BOW_LEAGENDG,1000,1,1,-,,,,
-,-,-,-,-,-,II_WEA_YOY_LEAGENDG,1000,1,1,-,,,,
-,-,-,-,RARE,400,-,-,-,-,-,,,,
-,-,-,-,-,-,II_ARM_F_KIN_HELMET_SET_10,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_KIN_SUIT_SET_10,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_KIN_GAUNTLET_SET_10,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_KIN_BOOTS_SET_10,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_KIN_HELMET_SET_10,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_KIN_SUIT_SET_10,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_KIN_GAUNTLET_SET_10,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_KIN_BOOTS_SET_10,110,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BLA_HELMET_SET_13,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BLA_SUIT_SET_13,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BLA_GAUNTLET_SET_13,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BLA_BOOTS_SET_13,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BLA_HELMET_SET_13,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BLA_SUIT_SET_13,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BLA_GAUNTLET_SET_13,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BLA_BOOTS_SET_13,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_JST_HELMET_SET_16,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_JST_SUIT_SET_16,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_JST_GAUNTLET_SET_16,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_JST_BOOTS_SET_16,110,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_JST_HELMET_SET_16,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_JST_SUIT_SET_16,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_JST_GAUNTLET_SET_16,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_JST_BOOTS_SET_16,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RAG_HELMET_SET_19,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RAG_SUIT_SET_19,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RAG_GAUNTLET_SET_19,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RAG_BOOTS_SET_19,110,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RAG_HELMET_SET_19,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RAG_SUIT_SET_19,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RAG_GAUNTLET_SET_19,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RAG_BOOTS_SET_19,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RIN_HELMET_SET_22,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RIN_SUIT_SET_22,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RIN_GAUNTLET_SET_22,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RIN_BOOTS_SET_22,110,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RIN_HELMET_SET_22,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RIN_SUIT_SET_22,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RIN_GAUNTLET_SET_22,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RIN_BOOTS_SET_22,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BIL_HELMET_SET_25,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BIL_SUIT_SET_25,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BIL_GAUNTLET_SET_25,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BIL_BOOTS_SET_25,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BIL_HELMET_SET_25,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BIL_SUIT_SET_25,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BIL_GAUNTLET_SET_25,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BIL_BOOTS_SET_25,110,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_PSY_HELMET_SET_28,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_PSY_SUIT_SET_28,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_PSY_GAUNTLET_SET_28,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_PSY_BOOTS_SET_28,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_PSY_HELMET_SET_28,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_PSY_SUIT_SET_28,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_PSY_GAUNTLET_SET_28,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_PSY_BOOTS_SET_28,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ELE_HELMET_SET_31,110,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ELE_SUIT_SET_31,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ELE_GAUNTLET_SET_31,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ELE_BOOTS_SET_31,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ELE_HELMET_SET_31,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ELE_SUIT_SET_31,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ELE_GAUNTLET_SET_31,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ELE_BOOTS_SET_31,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_KIN_HELMET_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_KIN_SUIT_SET_32,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_KIN_GAUNTLET_SET_32,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_KIN_BOOTS_SET_32,110,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_KIN_HELMET_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_KIN_SUIT_SET_32,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_KIN_GAUNTLET_SET_32,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_KIN_BOOTS_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BLA_HELMET_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BLA_SUIT_SET_32,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BLA_GAUNTLET_SET_32,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BLA_BOOTS_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BLA_HELMET_SET_32,110,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BLA_SUIT_SET_32,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BLA_GAUNTLET_SET_32,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BLA_BOOTS_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_JST_HELMET_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_JST_SUIT_SET_32,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_JST_GAUNTLET_SET_32,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_JST_BOOTS_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_JST_HELMET_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_JST_SUIT_SET_32,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_JST_GAUNTLET_SET_32,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_JST_BOOTS_SET_32,110,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RAG_HELMET_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RAG_SUIT_SET_32,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RAG_GAUNTLET_SET_32,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RAG_BOOTS_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RAG_HELMET_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RAG_SUIT_SET_32,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RAG_GAUNTLET_SET_32,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RAG_BOOTS_SET_32,110,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RIN_HELMET_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RIN_SUIT_SET_32,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RIN_GAUNTLET_SET_32,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_RIN_BOOTS_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RIN_HELMET_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RIN_SUIT_SET_32,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RIN_GAUNTLET_SET_32,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_RIN_BOOTS_SET_32,110,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BIL_HELMET_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BIL_SUIT_SET_32,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BIL_GAUNTLET_SET_32,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_BIL_BOOTS_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BIL_HELMET_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BIL_SUIT_SET_32,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BIL_GAUNTLET_SET_32,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_BIL_BOOTS_SET_32,110,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_PSY_HELMET_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_PSY_SUIT_SET_32,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_PSY_GAUNTLET_SET_32,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_PSY_BOOTS_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_PSY_HELMET_SET_32,110,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_PSY_SUIT_SET_32,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_PSY_GAUNTLET_SET_32,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_PSY_BOOTS_SET_32,109,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ELE_HELMET_SET_32,110,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ELE_SUIT_SET_32,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ELE_GAUNTLET_SET_32,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_F_ELE_BOOTS_SET_32,110,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ELE_HELMET_SET_32,110,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ELE_SUIT_SET_32,32,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ELE_GAUNTLET_SET_32,62,1,1,-,,,,
-,-,-,-,-,-,II_ARM_M_ELE_BOOTS_SET_32,109,1,1,-,,,,
-,-,-,-,ACCESSORY,250,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_JEW_RIN_STRRING,5000,1,1,-,,,,
-,-,-,-,-,-,II_GEN_JEW_RIN_INTRING,5000,1,1,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,3333,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,3333,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,-,-,II_SYS_SYS_QUE_GRPDARKON,3334,1,1,QUEST_JAPEVE_BOZDA,,,,
-,-,-,-,MATERIAL,50,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_MAT_ELE_FLAME,3333,2,2,-,,,,
-,-,-,-,-,-,II_GEN_MAT_ORICHALCUM01,3333,1,1,-,,,,
-,-,-,-,-,-,II_GEN_MAT_MOONSTONE,3334,1,1,-,,,,
-,-,-,-,ETC,10000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_PHANBUBLE,2000,2,2,-,,,,
-,-,-,-,-,-,II_GEN_POT_DRI_VITAL800,2000,1,1,-,,,,
-,-,-,-,-,-,II_GEN_REF_REF_EIGHTH,2000,1,1,-,,,,
-,-,-,-,-,-,II_GEN_FOO_COO_STEAMEDSEAFOOD,2000,3,3,-,,,,
-,-,-,-,-,-,II_GEN_FOO_ICE_FRUITPUNCH,2000,2,2,-,,,,
MI_DUFEFERN1,5000,110,210,-,-,-,-,-,-,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,5000,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,5000,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,MATERIAL,50,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_MAT_ELE_RIVER,3333,2,2,-,,,,
-,-,-,-,-,-,II_GEN_MAT_ORICHALCUM01,3333,1,1,-,,,,
-,-,-,-,-,-,II_GEN_MAT_MOONSTONE,3334,1,1,-,,,,
-,-,-,-,ETC,2000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_DUTARINROOT,5000,1,1,-,,,,
-,-,-,-,-,-,II_SYS_SYS_KEY_COPPER,5000,1,1,-,,,,
MI_DUFEFERN2,5000,118,234,-,-,-,-,-,-,-,,,,
-,-,-,-,QUEST,5000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_FLOWER,5000,1,1,QUEST_VALENTINE,,,,
-,-,-,-,-,-,II_SYS_SYS_EVE_HEARTPIECE,5000,1,1,QUEST_WHITEDAY,,,,
-,-,-,-,MATERIAL,50,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_MAT_ELE_DESERT,3333,2,2,-,,,,
-,-,-,-,-,-,II_GEN_MAT_ORICHALCUM01,3333,1,1,-,,,,
-,-,-,-,-,-,II_GEN_MAT_MOONSTONE,3334,1,1,-,,,,
-,-,-,-,ETC,2000,-,-,-,-,-,,,,
-,-,-,-,-,-,II_GEN_GEM_GEM_DUTARINROOT,5000,1,1,-,,,,
